CatalogEntryParentCatalogGroupRelationship
PartNumber,ParentGroupIdentifier,Sequence
FGY52,imaginext-power-rangers,1
FGY52,imaginext,9
FGY52,holiday-gift-guide,386
FGY53,csr_fp_nla_,0
FGY07,fisherprice-promo1,0
FGY07,top-holiday-toy-list,0
FGY07,fisherprice-promo2,0
FGY07,FP-static-kit-exclusions,0
FGY07,exclusive-products,0
FGY07,for-boys,75
FGY07,playsets-action-figures,71
FGY07,gift-set,18
FGY07,playsets,64
FGY07,little-people,39
FGY07,for-girls,23
FGY07,little-people-house-town-car,9
FGY07,holiday-gift-guide,370
FGY07,little-people-toys,39
FGY11,csr_fp_nla_,0
FGY12,csr_fp_nla_,0
FGY13,fisherprice-promo2,0
FGY13,FP-static-kit-exclusions,0
FGY13,exclusive-products,0
FGY13,playsets-action-figures,16
FGY13,gift-set,15
FGY13,little-people-toys,17
FGY13,playsets,33
FGY13,little-people,17
FGY13,for-girls,29
FGY13,little-people-disney,0
FGY13,holiday-gift-guide,373
FGY14,csr_fp_nla_,0
FGY34,csr_fp_nla_,0
FGY55,csr_fp_nla_,0
FGY57,csr_fp_nla_,0
FGY58,fisherprice-promo2,0
FGY58,FP-static-kit-exclusions,0
FGY58,exclusive-products,0
FGY58,dolls-dollhouses-accessories,0
FGY58,shimmer-and-shine-toys,7
FGY58,gift-set,37
FGY58,for-girls,31
FGY58,doll,29
FGY58,holiday-gift-guide,390
FGN82,fisherprice-promo1,0
FGN82,top-holiday-toy-list,0
FGN82,fisherprice-promo2,0
FGN82,FP-static-kit-exclusions,0
FGN82,fisherprice-promo6,0
FGN82,fisherprice-promo8,0
FGN82,toys-for-5-year-olds,0
FGN82,toys-for-4-year-olds,0
FGN82,toys-for-3-year-olds,0
FGN82,exclusive-products,0
FGN82,for-boys,0
FGN82,think-learn,2
FGN82,tech-toys,0
FGN82,playsets-action-figures,24
FGN82,gift-set,0
FGN82,playsets,0
FGN82,learning-educational-toys,1
FGN82,for-girls,0
FGN82,holiday-gift-guide,366
FGN83,fisherprice-promo1,0
FGN83,top-holiday-toy-list,0
FGN83,fisherprice-promo2,0
FGN83,FP-static-kit-exclusions,0
FGN83,toys-for-5-year-olds,0
FGN83,toys-for-4-year-olds,0
FGN83,toys-for-3-year-olds,0
FGN83,exclusive-products,0
FGN83,for-boys,1
FGN83,think-learn,1
FGN83,tech-toys,1
FGN83,playsets-action-figures,25
FGN83,gift-set,1
FGN83,playsets,0
FGN83,learning-educational-toys,2
FGN83,for-girls,1
FGN83,holiday-gift-guide,367
FFK10,csr_fp_nla_,0
FFK11,csr_fp_nla_,0
FFK12,csr_fp_nla_,0
FFK13,fp-pricefix,0
FFK13,newborn-baby-toys-gear,0
FFK13,infant-baby-toys-gear,0
FFK13,expecting-parents-baby-toys-gear,0
FFK15,fp-pricefix,0
FFK15,newborn-baby-toys-gear,0
FFK15,infant-baby-toys-gear,0
FFK15,expecting-parents-baby-toys-gear,0
FFK16,csr_fp_nla_,0
FFK24,csr_fp_nla_,0
FFK25,csr_fp_nla_,0
FHV30,csr_fp_nla_,0
FHV30,toys-for-5-year-olds,0
FHV30,toys-for-4-year-olds,0
FHV30,toys-for-3-year-olds,0
FHV36,csr_fp_nla_,0
FGY42,csr_fp_nla_,0
FFK26,csr_fp_nla_,0
FFK27,csr_fp_nla_,0
FFK28,fisherprice-promo2,0
FFK28,FP-static-kit-exclusions,0
FFK28,toys-for-3-year-olds,0
FFK28,toys-for-5-year-olds,0
FFK28,toys-for-4-year-olds,0
FFK28,exclusive-products,0
FFK28,loving-family-dolls,0
FFK28,gift-set,7
FFK28,loving-family,20
FFK28,for-girls,15
FFK28,doll,1
FFK28,holiday-gift-guide,355
FFK31,csr_fp_nla_,0
FFK33,csr_fp_nla_,0
FFR54,csr_fp_nla_,0
FFR55,csr_fp_nla_,0
FFR56,csr_fp_nla_,0
FFR57,csr_fp_nla_,0
FFR58,csr_fp_nla_,0
FFR59,csr_fp_nla_,0
FFR60,csr_fp_nla_,0
FFR61,csr_fp_nla_,0
FGY03,csr_fp_nla_,0
FGY35,csr_fp_nla_,0
DWR78,csr_fp_nla_,0
DGF71,csr_fp_nla_,0
DGF68,clearance-toys-gear,0
CBN98,toys-for-4-year-olds,0
CBN98,toys-for-3-year-olds,0
CBN98,toys-for-5-year-olds,0
CBN98,fisherprice-promo5,0
CBN98,early-learning-toys,0
CGM35,stacking-sorting-rolling-toys,34
CGM35,toys-for-2-year-olds,0
CGM35,toys-for-1-year-olds,0
CGM35,toys-12-18-months,0
CGM35,baby-toys,98
CGM35,learning-educational-toys,68
CGM35,laugh-learn,75
CGM35,early-learning-toys,98
CGM35,books-puzzles-games,8
CGM35,shop-baby-toys,110
CGM42,stacking-sorting-rolling-toys,35
CGM42,toys-for-2-year-olds,0
CGM42,toys-for-1-year-olds,0
CGM42,toys-12-18-months,0
CGM42,baby-toys,99
CGM42,learning-educational-toys,69
CGM42,laugh-learn,76
CGM42,early-learning-toys,99
CGM42,books-puzzles-games,9
CGM42,shop-baby-toys,114
CDH69,csr_fp_nla_,0
DPJ56,playsets-action-figures,308
DPJ56,playsets,221
DPJ56,toys-for-4-year-olds,0
DPJ56,toys-for-3-year-olds,0
DPJ56,toys-for-2-year-olds,0
DPJ56,toys-for-1-year-olds,0
DPJ56,toys-12-18-months,0
DPJ56,building-toys,22
DPJ56,mega-bloks-preschool,19
DPJ57,csr_fp_nla_,0
DPJ61,csr_fp_nla_,0
DFP09,csr_fp_nla_,0
DFP12,csr_fp_nla_,37
DFP91,clearance-toys-gear,0
DFX51,holiday-gift-guide,0
DFX51,imaginext,0
DFX51,fisherprice-promo5,0
DFX51,action-figure,0
DFX51,award-winning-toys-gear,0
DFX51,for-boys,0
DFX51,playsets-action-figures,0
DFX51,toys-for-4-year-olds,0
DFX51,toys-for-5-year-olds,0
DFX51,toys-for-3-year-olds,0
DFX51,playsets,0
DFX51,imaginext-power-rangers,0
DFX51,tech-toys,0
DFX60,clearance-toys-gear,0
DFX62,csr_fp_nla_,0
DKP35,csr_fp_nla_,0
DKP36,action-figure,0
DKP36,imaginext-power-rangers,0
DKP36,imaginext,0
DKP36,toys-for-4-year-olds,0
DKP36,toys-for-5-year-olds,0
DKP36,playsets-action-figures,0
DKP36,toys-for-3-year-olds,0
DKP37,toys-for-4-year-olds,0
DKP37,imaginext,0
DKP37,action-figure,0
DKP37,toys-for-3-year-olds,0
DKP37,toys-for-5-year-olds,0
DKP37,playsets-action-figures,0
DKP37,imaginext-power-rangers,0
DMX64,top-holiday-toy-list,0
DMX64,fisherprice-promo1,0
DMX64,toys-under-50-dollars,0
DMX64,playsets-action-figures,54
DMX64,for-boys,38
DMX64,role-play-toys,24
DMX64,playsets,50
DMX64,toys-for-5-year-olds,0
DMX64,toys-for-4-year-olds,0
DMX64,toys-for-3-year-olds,0
DMX64,imaginext-power-rangers,0
DMX64,imaginext,10
DMX64,holiday-gift-guide,65
DRC49,clearance-toys-gear,0
CNG23,whats-new,0
CNG23,toys-for-4-year-olds,0
CNG23,toys-for-3-year-olds,0
CNG23,toys-for-2-year-olds,0
CNG23,toys-for-1-year-olds,0
CNG23,toys-12-18-months,0
