CatalogEntryParentCatalogGroupRelationship
PartNumber,ParentGroupIdentifier,Sequence
11010-04479,csr_rparts ,0
11010-04482,csr_rparts ,0
11010-04036,csr_rparts ,0
11010-04037,csr_rparts ,0
DWG93,bookcontemp,200
DWG93,booktenney,100
DWG93,dolltenneysub,470
DWG93,conversantbfbooks,8300
DWG93,bookstorecat,300
DWG93,conversantccbooks,300
DWG93,SEO Books for Kids,300
DWG93,conversantwwbooks,7300
11010-04042,csr_rparts ,0
DXP88.LAV.M,csr_nla_,0
DXP88.LAV.M,csr_canada_active,1
DXP88.LAV.XS,csr_nla_,0
DXP88.LAV.XS,csr_canada_active,1
DXP88.LAV.S,csr_nla_,0
DXP88.LAV.S,csr_canada_active,1
FDL59,conversantbbfurniture,5930
FDL59,conversantbffurniture,5930
FDL59,ggunder100,130
FDL59,goty2018,150
FDL59,furnaccesscat,930
FDL59,furnaccessbedhome,120
FDL59,conversantccfurniture,450
FDL59,dollgotysub,150
FDL59,agfairwayplace,1390
FDL59,conversantwwfurniture,5930
FDL59,conversanttmfurniture,5930
FDL60,boydolls,680
FDL60,conversantccclothing,275
FDL60,clothing18inch,470
FDL60,dolltenneysub,280
FDL60,gg8up,250
FDL60,conversanttmclothing,3275
FDL60,clothingcat,390
FDL60,clothingtenney,230
FDL60,conversantbfclothing,3275
FDL60,clothingcasual,135
FDL60,conversantbbclothing,3275
FDL60,conversantwwclothing,3275
FDT25,agfairwayplace,1800
FDT25,conversantwwfurniture,6890
FDT25,furnaccesscat,1890
FDT25,dollgotysub,230
FDT25,furnaccessgoty,180
FDT25,furnaccessanimals,110
FDT25,Valentinegifts,195
FDT25,ggspring,105
FDT25,conversantccfurniture,470
FDT25,goty2018,230
FDT25,conversanttmfurniture,6890
FDT25,conversantbffurniture,6890
FDT25,conversantbbfurniture,6890
FDT56,whilesupplieslast,880
FDT56,sale,880
FDT56,furnaccessgirl8up,150
FDT56,dollgotysub,246
FDT56,clothingpj,135
FDT56,clothinggoty,330
FDT56,clothingbiggirl,125
FDT56,allgirlclothing,430
FDT56,ggspring,120
FDT56,furnaccessforgirls,150
FDT56,clothingwinterpj,320
FDT56,goty2018,246
FDT56,earlyaccess,880
FDT55.BLU.L,sale,0
FDT55.BLU.L,whilesupplieslast,0
FDT55.BLU.L,csr_canada_active,1
FDT55.BLU.L,earlyaccess,0
FDT55.BLU.S,whilesupplieslast,0
FDT55.BLU.S,sale,0
FDT55.BLU.S,csr_canada_active,1
FDT55.BLU.S,earlyaccess,0
FDT55.BLU.XL,sale,0
FDT55.BLU.XL,whilesupplieslast,0
FDT55.BLU.XL,csr_canada_active,1
FDT55.BLU.XL,earlyaccess,0
FDT56.BLU.M,whilesupplieslast,0
FDT56.BLU.M,sale,0
FDT56.BLU.M,furnaccessgirl8up,0
FDT56.BLU.M,dollgotysub,0
FDT56.BLU.M,clothingbiggirl,0
FDT56.BLU.M,clothingpj,0
FDT56.BLU.M,clothinggoty,0
FDT56.BLU.M,allgirlclothing,0
FDT56.BLU.M,ggspring,0
FDT56.BLU.M,furnaccessforgirls,0
FDT56.BLU.M,clothingwinterpj,0
FDT56.BLU.M,csr_canada_active,1
FDT56.BLU.M,goty2018,0
FDT56.BLU.M,earlyaccess,0
FDY60,dollgotysub,200
FDY60,furnaccessgoty,150
FDY60,goty2018,200
FDY60,furnaccessforgirls,130
FDY60,furnaccesscat,2790
FDY60,furnaccessgirl8up,130
FDY60,conversantccfurniture,480
FDY60,conversantbbfurniture,7790
FDY60,conversanttmfurniture,7790
FDY60,conversantbffurniture,7790
FDY60,conversantwwfurniture,7790
FFB50,goty2018,260
FFB50,conversantwwfurniture,6860
FFB50,sportsactivities,176
FFB50,furnaccesscat,1860
FFB50,furnaccessgoty,190
FFB50,furnaccesssports,125
FFB50,ggunder100,120
FFB50,dollgotysub,260
FFB50,conversantccfurniture,440
FFB50,conversanttmfurniture,6860
FFB50,conversantbffurniture,6860
FFB50,conversantbbfurniture,6860
11011-28845,csr_rparts ,0
11011-28865,csr_rparts ,0
11011-28867,csr_rparts ,0
FFF99,furnaccessgirl8up,140
FFF99,furnaccessfashion,120
FFF99,ggunder30,120
FFF99,dollgotysub,210
FFF99,furnaccessgoty,160
FFF99,furnaccesshairspa,110
FFF99,furnaccessforgirls,140
FFF99,furnaccesscat,2800
FFF99,conversantccfurniture,485
FFF99,conversantbffurniture,7800
FFF99,goty2018,210
FFF99,conversanttmfurniture,7800
FFF99,conversantwwfurniture,7800
FFF99,conversantbbfurniture,7800
FFJ89,goty2018,400
FFJ89,SEO Books for Kids,260
FFJ89,conversantwwbooks,7260
FFJ89,dollgotysub,400
FFJ89,bookcontemp,120
FFJ89,bookgoty,100
FFJ89,bookstorecat,260
FFJ89,conversantccbooks,260
FFJ89,conversantbfbooks,8260
11012-55542,csr_rparts ,0
11011-03772,csr_rparts ,0
11011-03773,csr_rparts ,0
DYL71.PUR.S,sale,0
