CatalogEntryParentCatalogGroupRelationship
PartNumber,ParentGroupIdentifier,Sequence
DMP63,star-wars-toys,0
DMP64,toys-for-collectors,0
DMP64,collectible-toys,0
DMP64,collectible-toy-vehicles,0
DMP64,hot-wheels-collectibles,0
DMP64,hot-wheels,0
DMP64,hot-wheels-cars-vehicles,0
DMP64,star-wars-hot-wheels,0
DMP64,star-wars-toys,0
DMP65,toys-for-collectors,0
DMP65,collectible-toys,0
DMP65,collectible-toy-vehicles,0
DMP65,hot-wheels-collectibles,0
DMP65,hot-wheels,0
DMP65,hot-wheels-cars-vehicles,0
DMP65,star-wars-hot-wheels,0
DMP65,star-wars-toys,0
DND15,shop-all-clearance,0
DND16,csr_sm_nla_,0
DNM64,gifts-under-100,0
DNM64,mattelshop-promo6,0
DNM64,kids-electronics,0
DNM64,outdoor-toys,0
DNM64,gifts-for-boys,3
DNM64,as-seen-on-tv-video,19
DNM65,gifts-under-100,0
DNM65,mattelshop-promo6,0
DNM65,kids-electronics,0
DNM65,outdoor-toys,0
DNM65,gifts-for-boys,4
DNM65,as-seen-on-tv-video,21
DPB71,kids-electronics,0
DPB71,vehicles-remote-control-cars,0
DPB71,hot-wheels-cars-vehicles,0
DPB71,hot-wheels,0
DPP88,toys-for-collectors,0
DPP88,collectible-toys,0
DPP88,collectible-toy-vehicles,0
DPP88,hot-wheels-collectibles,0
DPP88,hot-wheels,0
DPP88,hot-wheels-cars-vehicles,0
DPP88,star-wars-hot-wheels,0
DPP88,star-wars-toys,0
DPV31,toys-for-collectors,0
DPV31,collectible-toys,0
DPV31,collectible-toy-vehicles,0
DPV31,hot-wheels-collectibles,0
DPV31,hot-wheels,0
DPV31,hot-wheels-cars-vehicles,0
DPV31,star-wars-hot-wheels,0
DPV31,star-wars-toys,0
DPV32,toys-for-collectors,0
DPV32,collectible-toys,0
DPV32,collectible-toy-vehicles,0
DPV32,hot-wheels-collectibles,0
DPV32,hot-wheels,0
DPV32,hot-wheels-cars-vehicles,0
DPV32,star-wars-hot-wheels,0
DPV32,star-wars-toys,0
DPX66,shop-all-clearance,0
DRG28,shop-all-clearance,0
DVT85,csr_sm_nla_,0
DXD70,csr_sm_nla_,0
DPJ09,mattelshop-promo6,0
DPJ09,toys-for-collectors,0
DPJ09,collectible-toys,0
DPJ09,destiny-collectibles,0
DPJ09,collectible-construction-sets,0
DPJ09,playsets-accessories,66
DPJ09,mega-bloks-destiny,0
DPJ09,building-sets-blocks,4
DRL75,monster-ever-after-high-promo,0
DRL75,dolls,99
DRL75,all-brands,0
DRL75,monster-high,67
DPX15,csr_sm_nla_,0
DPJ86,destiny-collectibles,11
DPJ86,toys-for-collectors,0
DPJ86,collectible-toys,0
DPJ86,halo-collectibles,0
DPJ86,halo-toys,0
DPJ86,collectible-construction-sets,0
DPJ86,mega-bloks-halo,0
DPJ86,playsets-accessories,99
DPJ86,mega-bloks-destiny,11
DPJ86,building-sets-blocks,5
DPJ08,mattelshop-promo6,0
DPJ08,toys-for-collectors,0
DPJ08,collectible-toys,0
DPJ08,destiny-collectibles,0
DPJ08,collectible-construction-sets,0
DPJ08,playsets-accessories,11
DPJ08,mega-bloks-destiny,0
DPJ08,building-sets-blocks,3
DPJ06,destiny-collectibles,0
DPJ06,toys-for-collectors,0
DPJ06,collectible-toys,0
DPJ06,collectible-construction-sets,0
DPJ06,playsets-accessories,51
DPJ06,mega-bloks-destiny,0
DPJ06,building-sets-blocks,2
DKF49,disney-cars-toys,16
DKF49,all-brands,0
DKF49,vehicles-remote-control-cars,99
DKF53,disney-cars-toys,13
DKF53,all-brands,0
DKF53,vehicles-remote-control-cars,99
DNX67,csr_sm_nla_,0
BCP70,toys-for-collectors,0
BCP70,collectible-toys,0
BCP70,barbie-collectibles,0
BCP70,collectible-dolls,0
DTC70,shop-all-clearance,0
FGY71,shop-all-clearance,0
FGY80,shop-all-clearance,0
DVP49,mattelshop-promo5-PRR,0
DTC69,shop-all-clearance,0
DRP71,shop-all-clearance,0
CCN12,csr_sm_nla_,0
DXD71,csr_sm_nla_,0
DJM16,all-brands,0
DJM16,outdoor-toys,39
DJM16,boomco,15
CMM33,csr_sm_nla_,0
DPJ87,mattelshop-promo6,0
DPJ87,toys-for-collectors,0
DPJ87,collectible-toys,0
DPJ87,halo-collectibles,0
DPJ87,destiny-collectibles,12
DPJ87,halo-toys,0
DPJ87,collectible-construction-sets,0
DPJ87,mega-bloks-halo,0
DPJ87,playsets-accessories,99
DPJ87,mega-bloks-destiny,12
DPJ87,building-sets-blocks,6
DPJ04,toys-for-collectors,0
DPJ04,collectible-toys,0
DPJ04,destiny-collectibles,0
DPJ04,collectible-construction-sets,0
DPJ04,playsets-accessories,62
DPJ04,mega-bloks-destiny,0
DPJ04,building-sets-blocks,1
DRL76,shop-all-clearance,0
FMK74,holiday-savings,0
FMK74,SM-static-kit-exclusions,0
FMK74,all-brands,0
FMK74,gift-sets,0
FMK74,hot-wheels-playsets-tracksets-accessories,0
FMK74,hot-wheels,0
FMK51,monster-ever-after-high-promo,0
FMK51,holiday-savings,999
FMK51,mattelshop-promo2,0
FMK51,SM-static-kit-exclusions,0
FMK51,all-brands,0
FMK51,gift-sets,999
FMK51,gifts-for-girls,9
FMK51,monster-high-playsets,0
FMK51,monster-high,0
T03510B,holiday-savings,4
T03510B,mattelshop-promo2,0
T03510B,SM-static-kit-exclusions,0
T03510B,all-brands,0
T03510B,gift-sets,4
T03510B,gifts-for-girls,10
T03510B,ever-after-high-playsets,0
T03510B,ever-after-high,0
T03511B,holiday-savings,5
T03511B,mattelshop-promo2,0
T03511B,SM-static-kit-exclusions,0
T03511B,all-brands,0
T03511B,gifts-for-boys,21
T03511B,gift-sets,5
T03511B,wwe-playsets,0
T03511B,wwe-toys,0
T03512B,csr_sm_nla_,0
FMK67,holiday-savings,0
FMK67,SM-static-kit-exclusions,0
FMK67,all-brands,0
FMK67,gift-sets,0
FMK67,hot-wheels-playsets-tracksets-accessories,0
FMK67,hot-wheels,0
T03495B,holiday-savings,9
T03495B,mattelshop-promo2,0
T03495B,SM-static-kit-exclusions,0
T03495B,all-brands,0
T03495B,gift-sets,9
T03495B,gifts-for-girls,7
T03495B,dc-superhero-girls-toys,0
T03505B,holiday-savings,10
T03505B,mattelshop-promo2,0
T03505B,SM-static-kit-exclusions,0
T03505B,all-brands,0
T03505B,gift-sets,10
T03505B,dc-superhero-girls-toys,0
T03411B,holiday-savings,11
T03411B,mattelshop-promo2,0
T03411B,toys-for-3-year-old,0
T03411B,SM-static-kit-exclusions,0
T03411B,all-brands,0
T03411B,gifts-for-girls,8
T03411B,gift-sets,11
T03411B,barbie-playsets-accessories,0
T03411B,barbie,0
T03421B,holiday-savings,12
T03421B,mattelshop-promo2,0
T03421B,SM-static-kit-exclusions,0
T03421B,all-brands,0
T03421B,gifts-for-boys,22
T03421B,gift-sets,12
T03421B,hot-wheels,0
T03421B,hot-wheels-playsets-tracksets-accessories,0
T03423B,csr_sm_nla_,0
T0396B,csr_sm_nla_,0
T0390B,csr_sm_nla_,0
T03516B,csr_sm_nla_,0
30188,gifts-under-20,0
30188,all-brands,0
30188,mattel-games,9
30188,games,5
37092,mattelshop-promo5-PRR,0
37092,all-brands,0
37092,mattel-games,20
37092,games,13
37092,family-games,14
37092,kid-games,12
42003,stocking-stuffers,0
42003,all-brands,0
42003,uno-game,8
42003,mattel-games,63
42003,card-games,14
42050,all-brands,0
42050,mattel-games,14
42050,family-games,9
42050,card-games,27
47311,csr_sm_nla_,0
289381,csr_sm_nla_,0
BBN97,monster-ever-after-high-promo,0
BBN97,all-brands,0
BBN97,monster-high,90
BBR44,csr_sm_nla_,0
BBR56,csr_sm_nla_,0
BCT10,csr_sm_nla_,0
BDB88,csr_sm_nla_,0
BDH60,csr_sm_nla_,0
BFM25,csr_sm_nla_,0
BFM39,csr_sm_nla_,0
BFM40,csr_sm_nla_,0
BFM43,csr_sm_nla_,0
BFP13,csr_sm_nla_,0
BGP05,shop-all-clearance,0
BGY57,shop-all-clearance,0
BGY59,shop-all-clearance,0
BGY60,shop-all-clearance,0
BGY63,csr_sm_nla_,0
BGY71,csr_sm_nla_,0
BGY74,csr_sm_nla_,0
BGY81,csr_sm_nla_,0
BHL28,csr_sm_nla_,0
BJF80,shop-all-clearance,0
BJH91,shop-all-clearance,0
BJR12,csr_sm_nla_,0
BJR13,csr_sm_nla_,0
BJR37,csr_sm_nla_,0
BLK88,csr_sm_nla_,0
BLL13,shop-all-clearance,0
BLL67,csr_sm_nla_,0
BLL67,barbie-career-dolls,16
C1817,stocking-stuffers,0
C1817,toys-for-3-year-old,0
C1817,all-brands,0
C1817,matchbox,0
C1817,vehicles-remote-control-cars,0
CBD87,csr_sm_nla_,0
CBK81,csr_sm_nla_,0
CCB06,mattelshop-promo2,0
CCB06,all-brands,0
CCB06,hot-wheels-monster-trucks,28
CCB06,hot-wheels-monster-jam,28
CCB06,hot-wheels-cars-vehicles,4
CCB06,hot-wheels,15
CCB06,vehicles-remote-control-cars,33
CCJ63,sm-pricefix,0
CCJ64,csr_sm_nla_,0
CCJ70,csr_sm_nla_,0
CCN82,csr_sm_nla_,0
CCR61,all-brands,0
CCR61,hot-wheels-monster-jam,29
CCR61,hot-wheels-cars-vehicles,5
CCR61,hot-wheels,99
CCR61,vehicles-remote-control-cars,99
CCW95,csr_sm_nla_,0
CCX79,mattelshop-promo2,0
CCX79,all-brands,0
CCX79,hot-wheels-playsets-tracksets-accessories,45
