CatalogEntryComponent
PartNumber,ChildPartNumber,Sequence,Type,Quantity
FNJ30,DNX98,0,PACKAGE_COMPONENT,1
FNJ30,DNX99,0,PACKAGE_COMPONENT,1
FNJ30,DNX71,0,PACKAGE_COMPONENT,1
FNJ34,DND63,0,PACKAGE_COMPONENT,1
FNJ34,DND62,0,PACKAGE_COMPONENT,1
FNJ34,DND64,0,PACKAGE_COMPONENT,1
FNJ34,DND65,0,PACKAGE_COMPONENT,1
FNJ34,DND66,0,PACKAGE_COMPONENT,1
FNT31,DGW35,0,PACKAGE_COMPONENT,1
FNT31,DKM20,0,PACKAGE_COMPONENT,1
FNT32,DGW31,0,PACKAGE_COMPONENT,1
FNT32,DGW33,0,PACKAGE_COMPONENT,1
FNT32,DGW29,0,PACKAGE_COMPONENT,1
FNT33,DGW70,0,PACKAGE_COMPONENT,1
FNT33,DGW68,0,PACKAGE_COMPONENT,1
FNT33,DGW69,0,PACKAGE_COMPONENT,1
FNT34,DKJ17,0,PACKAGE_COMPONENT,1
FNT42,DGW46,0,PACKAGE_COMPONENT,1
FNT42,CHX11,0,PACKAGE_COMPONENT,1
FRH43,DJG93,0,PACKAGE_COMPONENT,1
FRH43,DJG94,0,PACKAGE_COMPONENT,1
FRH43,DJG95,0,PACKAGE_COMPONENT,1
FRH43,DJG90,0,PACKAGE_COMPONENT,1
FRH43,DJG77,0,PACKAGE_COMPONENT,1
FRH43,DJG91,0,PACKAGE_COMPONENT,1
StaticKit0,Y8369,0,PACKAGE_COMPONENT,1
StaticKit0,X7046,0,PACKAGE_COMPONENT,1
StaticKit1,Y8756,0,PACKAGE_COMPONENT,1
StaticKit1,DKX60,0,PACKAGE_COMPONENT,4
StaticKit1,CGT90,0,PACKAGE_COMPONENT,4
StaticKit1,BFH56,0,PACKAGE_COMPONENT,2
StaticKit1,C5523,0,PACKAGE_COMPONENT,4
StaticKit1,Y6977,0,PACKAGE_COMPONENT,2
StaticKit1,Y9861,0,PACKAGE_COMPONENT,4
StaticKit1,CGV75,0,PACKAGE_COMPONENT,4
ZLASK01,ZLA03,0,PACKAGE_COMPONENT,1
ZLASK01,ZLA02,0,PACKAGE_COMPONENT,1
ZLASK01,ZLA01,0,PACKAGE_COMPONENT,1
ZLASK02,ZLA06,0,PACKAGE_COMPONENT,1
ZLASK02,ZLA05,0,PACKAGE_COMPONENT,1
ZLASK02,ZLA04,0,PACKAGE_COMPONENT,1
ZLASK03,ZLA10,0,PACKAGE_COMPONENT,1
ZLASK03,ZLA09,0,PACKAGE_COMPONENT,1
ZLASK03,ZLA07,0,PACKAGE_COMPONENT,1
ZLASK03,ZLA08,0,PACKAGE_COMPONENT,1
ZLASK04,ZLA02,0,PACKAGE_COMPONENT,1
ZLASK04,ZLA01,0,PACKAGE_COMPONENT,1
ZLASK05,ZLA04,0,PACKAGE_COMPONENT,1
ZLASK05,ZLA03,0,PACKAGE_COMPONENT,1
ZLASK06,ZLA06,0,PACKAGE_COMPONENT,1
ZLASK06,ZLA05,0,PACKAGE_COMPONENT,1
