CatalogEntryParentProductRelationship
PartNumber,ParentPartNumber,Sequence
DKH97.BLU.6,DKH97,0
DKH97.BLU.10,DKH97,0
DKH97.BLU.12,DKH97,0
DKH97.BLU.14,DKH97,0
DKH97.BLU.16,DKH97,0
DKH97.BLU.7,DKH97,0
DKH97.BLU.8,DKH97,0
F7755.MUL.S,F7755,0
F7755.MUL.L,F7755,0
F7755.MUL.M,F7755,0
F7755.MUL.XL,F7755,0
CF7489.COR.M,CF7489,0
CF7489.COR.S,CF7489,0
CGD31.BLU.L,SIZESKU4,0
CGD31.BLU.M,SIZESKU4,0
CGD31.BLU.XL,SIZESKU4,0
CGD32.RED.XS,SIZESKU4,0
CGD33.BLA.6,CGD33,0
CGD32.RED.S,SIZESKU4,0
CGD33.BLA.10,CGD33,0
CGD33.BLA.14,CGD33,0
CGD33.BLA.16,CGD33,0
CGD33.BLA.12,CGD33,0
CGD33.BLA.8,CGD33,0
CGD33.BLA.7,CGD33,0
CGD37.BLA.M,SIZESKU4,0
CGD37.BLA.S,SIZESKU4,0
CGD37.BLA.XS,SIZESKU4,0
CCGD31.BLU.L,SIZESKU8,0
CCGD31.BLU.S,SIZESKU4,0
CCGD37.BLA.L,SIZESKU4,0
CCGD37.BLA.M,SIZESKU8,0
CCGD37.BLA.XS,SIZESKU5,0
CCGD29.PIN.10,SIZESKU5,0
CCGD29.PIN.16,SIZESKU5,0
CCGD29.PIN.6,SIZESKU5,0
CCGD29.PIN.8,SIZESKU5,0
CCGD29.PIN.14,SIZESKU5,0
CCGD32.RED.S,SIZESKU5,0
CCGD32.RED.XS,SIZESKU5,0
CLG48.TEA.XL,CLG48,0
CLG49.PIN.XL,CLG49,0
CLG48.TEA.L,CLG48,0
CLG48.TEA.M,CLG48,0
CLG48.TEA.S,CLG48,0
CLG48.TEA.XS,CLG48,0
CLG49.PIN.L,CLG49,0
CLG49.PIN.M,CLG49,0
CLG49.PIN.S,CLG49,0
CLG49.PIN.XS,CLG49,0
CLR09.GRA.L,CLR09,0
CLR09.GRA.S,CLR09,0
CLR09.GRA.XL,CLR09,0
CLR09.GRA.M,CLR09,0
CLR09.GRA.XS,CLR09,0
CGD30A.BLU.XS,CGD30,0
CGD29A.PIN.10,CGD29,0
CGD29A.PIN.12,CGD29,0
CGD31A.BLU.L,CGD31,0
CGD31A.BLU.M,CGD31,0
CGD31A.BLU.XL,CGD31,0
CGD32A.RED.L,CGD32,0
CGD32A.RED.M,CGD32,0
CGD32A.RED.S,CGD32,0
CGD32A.RED.XS,CGD32,0
CGD37A.BLA.L,CGD37,40
CGD37A.BLA.S,CGD37,20
CGD37A.BLA.M,CGD37,30
CGD37A.BLA.XS,CGD37,10
DKG61.PRI.7,DKG61,0
DKG64.DOT.6,DKG64,0
CHG92A.PRI.M,CHG92,0
DTF95.WHI.XL,DTF95,0
F8120.PRI.10,F8120,0
CMN75B.BLA.6,CMN75,0
CGP55.CRE.3,CGP55,0
CGP61.WHI.4,CGP61,0
CGP61.WHI.6,CGP61,0
CGP61.WHI.6X,CGP61,0
CGP61.WHI.7,CGP61,0
CCGL91.PIN.L,SIZESKU8,0
CCGL91.PIN.M,SIZESKU8,0
CCGL91.PIN.XS,SIZESKU8,0
CKW11A.FUS.S,CKW11,0
F6418.PUR.L,F6418,0
F6418.PUR.M,F6418,0
F6418.PUR.S,F6418,0
F6418.PUR.XL,F6418,0
F6419.PUR.L,F6419,0
F6419.PUR.M,F6419,0
F6419.PUR.S,F6419,0
F6419.PUR.XL,F6419,0
F6488.PIN.L,F6488,0
F6488.PIN.M,F6488,0
F6488.PIN.S,F6488,0
F6488.PIN.XL,F6488,0
F6298.WHI.M,F6298,0
F6594.AQU.M,F6594,0
F6607.NAV.L,F6607,0
F6607.NAV.M,F6607,0
F6607.NAV.S,F6607,0
F6607.NAV.XL,F6607,0
F6607.NAV.XS,F6607,0
F6623.PIN.L,F6623,0
F6623.PIN.M,F6623,0
F6623.PIN.S,F6623,0
F6623.PIN.XS,F6623,0
F7038.BER.L,F7038,0
F7038.BER.S,F7038,0
F7038.BER.XL,F7038,0
F7072.BER.L,F7072,0
F7072.BER.M,F7072,0
F7072.BER.S,F7072,0
F2314.GRE.3,F2314,0
F2314.GRE.4,F2314,0
F2314.GRE.6,F2314,0
F2314.GRE.6X,F2314,0
F2314.GRE.7,F2314,0
F2316.PRI.L,F2316,0
F2316.PRI.M,F2316,0
F2316.PRI.S,F2316,0
F2316.PRI.XL,F2316,0
F2336.IVO.3,F2336,0
F2336.IVO.4,F2336,0
F2336.IVO.5,F2336,0
F2336.IVO.6,F2336,0
F2336.IVO.6X,F2336,0
F2336.IVO.7,F2336,0
F5415,CLH50,0
F5419,CLH50,0
F5451,CLH50,0
F5460,CLH50,0
F5527,CLH48,0
F5532,CLH48,0
F5536,CLH48,0
F5540,CLH48,0
F5544,CLH48,0
F5586.DEN.XL,F5586,0
F5588.MUL.L/XL,F5588,0
F5588.MUL.S/M,F5588,0
F2799.PIN.L,F2799,0
F2799.PIN.M,F2799,0
F2799.PIN.S,F2799,0
F2799.PIN.XL,F2799,0
F2799.PIN.XS,F2799,0
F3448.PIN.L,F3448,0
F3448.PIN.M,F3448,0
F3448.PIN.S,F3448,0
F3448.PIN.XL,F3448,0
F3448.PIN.XS,F3448,0
F3515.PIN.L,F3515,0
F3515.PIN.M,F3515,0
F3515.PIN.S,F3515,0
CGW6HW,GW6CA,0
DNX48.WHI.S,DNX48,0
DLK02.WHI.XL,DLK02,0
BKG50CB.PIN.XS,BKG50,0
BKG50A.PIN.XL,BKG50,0
G0613.CHA.7,G0613,0
CMV21.BLA.8,CMV21,0
DRH79.PIN.XL,DRH79,0
DRH79.PIN.M,DRH79,0
CLF87A.BLU.12,CLF87,0
DRH79.PIN.S,DRH79,0
DRH79.PIN.L,DRH79,0
CMN72B.MUL.16,CMN72,0
CMN72B.MUL.14,CMN72,0
CLF89A.BLU.L,CLF89,0
CMV17.RED.L,CMV17,0
CMV21.BLA.7,CMV21,0
CMV18.RED.S,CMV18,0
CLG49-OC,CLG49,0
BKG50A.PIN.M,BKG50,0
BKG50A.PIN.S,BKG50,0
CLF89.BLU.M,CLF89,0
G0642A.TUR.M,G0642,0
CHD53A.PRI.8,CHD53,0
CLF87.BLU.7,CLF87,0
CLF87.BLU.8,CLF87,0
G0642.TUR.XL,G0642,0
G0642.TUR.XS,G0642,0
CMN72B.MUL.12,CMN72,0
CG0628,CCLH51,0
CG0617.PER.S,CG0617,0
CG0624,CCLH51,0
CCKJ05.IND.XS,CCKJ05,0
CBKH60.CBLU.6,CBKH60,0
CCLH51-OC,CCLH51,0
CG0609.COR.16,CG0609,0
CBKH60.CBLU.16,CBKH60,0
CBKH60.BLU.14,CBKH60,0
CBKH60.BLU.16,CBKH60,0
CCKJ01.MAG.M,CCKJ01,0
CCKJ01.MAG.S,CCKJ01,0
CG0609.COR.10,CG0609,0
CG0609.COR.6,CG0609,0
CG0609.COR.12,CG0609,0
CG0609.COR.14,CG0609,0
CG0617.PER.XS,CG0617,0
CCKJ05.IND.L,CCKJ05,0
CBKH60.CBLU.12,CBKH60,0
CG0617.PER.XL,CG0617,0
CG0609.COR.7,CG0609,0
CCKJ01.MAG.L,CCKJ01,0
DRK75.RED.XS,DRK75,0
DKB01.MUL.L,DKB01,0
DKB01.MUL.M,DKB01,0
DKB01.MUL.S,DKB01,0
DKB01.MUL.XS,DKB01,0
BKH63.CRE.XS,BKH63,0
BKH63.CRE.S,BKH63,0
BKH63.CRE.M,BKH63,0
BKH63.CRE.L,BKH63,0
CKT18CB.BLU.XS,CCKT18,0
CKT18CB.BLU.XL,CCKT18,0
CKT18CB.BLU.M,CCKT18,0
CMG63CA.MUL.XL,CCMG63,0
CMG63CA.MUL.S,CCMG63,0
CMG63CA.MUL.M,CCMG63,0
CMG63CA.MUL.L,CCMG63,0
CKT19CB.BLU.XS,CCKT19,0
CKT19CB.BLU.XL,CCKT19,0
CKT19CB.BLU.S,CCKT19,0
CKT19CB.BLU.M,CCKT19,0
CKT19CB.BLU.L,CCKT19,0
BKG50CB.PIN.M,CBKG50,0
CBKH60.CBLU.7,CBKH60,0
FTR04-0005,FTR04,0
FTR04-0004,FTR04,0
FTR04-0003,FTR04,0
FTR04-0002,FTR04,0
FTP94-0003,FTP94,0
FTP94-0002,FTP94,0
F6712-0008,F6712,0
F6712-0007,F6712,0
F6712-0006,F6712,0
F6712-0005,F6712,0
F6712-0004,F6712,0
F6712-0003,F6712,0
CCKJ05.IND.S,CCKJ05,0
CCKJ01.MAG.XS,CCKJ01,0
CCKJ05.IND.M,CCKJ05,0
DNJ97A.PRI.5,CDNJ97,0
DNP57.PIN.S,DNP57,0
CCGP71.PIN.3,CCGP71,0
CCGP71.PIN.5,CCGP71,0
CCGP71.PIN.4,CCGP71,0
CCGP71.PIN.6,CCGP71,0
CCGP71.PIN.6X,CCGP71,0
CCGP71.PIN.7,CCGP71,0
CG0626,CCLH51,0
DXP82.COR.XS/S,DXP82,0
DNX50.PLA.12,DNX50,0
DNP57.PIN.L,DNP57,0
DXP87.PRT.6,DXP87,0
DXP87.PRT.10,DXP87,0
DXP87.PRT.14,DXP87,0
DXP89.PRT.6,DXP89,0
DXP87.PRT.7,DXP87,0
DXP87.PRT.12,DXP87,0
DXP89.PRT.10,DXP89,0
DXP87.PRT.16,DXP87,0
DXP89.PRT.14,DXP89,0
DXP87.PRT.8,DXP87,0
DXP89.PRT.16,DXP89,0
DXP89.PRT.12,DXP89,0
DXP89.PRT.7,DXP89,0
DXP89.PRT.8,DXP89,0
DXP88.LAV.M,DXP88,0
DXP88.LAV.XS,DXP88,0
DXP88.LAV.L,DXP88,0
DXP88.LAV.S,DXP88,0
DNX50.PLA.14,DNX50,0
BKG50CB.PIN.S,CBKG50,0
BKG50CB.PIN.L,CBKG50,0
BKG50CB.PIN.XL,CBKG50,0
DNX55.BLA.M,DNX55,0
DNX55.BLA.S,DNX55,0
DRK75.RED.S,DRK75,0
CG0617.PER.L,CG0617,0
CG0630,CCLH51,0
CBKH60.CBLU.8,CBKH60,0
CBKH60.CBLU.10,CBKH60,0
CBKH60.BLU.10,CBKH60,0
CBKH60.BLU.12,CBKH60,0
CBKH60.BLU.8,CBKH60,0
CG0617.PER.M,CG0617,0
CCKJ01.MAG.XL,CCKJ01,0
CBKH60.BLU.6,CBKH60,0
CBKH60.BLU.7,CBKH60,0
CG0609.COR.8,CG0609,0
CBKH60.CBLU.14,CBKH60,0
DGX03A.GRE.L,DGX03,0
DGX03A.GRE.M,DGX03,0
DGX03A.GRE.XL,DGX03,0
CG0622,CCLH51,0
CCLF89.BLU.L,CCLF89,0
CCLF89.BLU.M,CCLF89,0
CCLF89-OC,CCLF89,0
CCLF89.BLU.S,CCLF89,0
CCLF89.BLU.XS,CCLF89,0
CGL91C.PIN.XS,CCGL91,0
CCKW12.COR.XL,CCKW12,0
CF8138.PIN.XS,CF8138,0
CBKG93.TEA.3,CBKG93,0
CBKG93.TEA.5,CBKG93,0
CBKG93.TEA.6,CBKG93,0
CF3448.PIN.XS,CF3448,0
CF3515.PIN.S,CF3515,0
CF5519,CCLH49,0
CF5523,CCLH49,0
CF5341.PUR.L,CF5341,0
CF5532,CCLH48,0
CF6165.RED.14,CF6165,0
CF8518.ORA.S,CF8518,0
CG0612.PUR.XL,CG0612,0
CCMV17.RED.XS,CCMV17,0
CCMV21.BLA.16,CCMV21,0
CBKH59.CBLU.16,CBKH59,0
CBKH65.CRE.L,CBKH65,0
CG0435.BER.4,CG0435,0
CF5343.AQU.M,CF5343,0
CCMG62.RED.XL,CCMG62,0
DHV64C.AQU.10,CDHV64,0
DHV64C.AQU.16,CDHV64,0
DHV64C.AQU.8,CDHV64,0
CCGD28.WHI.S,CCGD28,0
CCJT54.PRI.16,CCJT54,0
CCLF87.BLU.12,CCLF87,0
CCLF87.BLU.16,CCLF87,0
CCMV17.RED.S,CCMV17,0
CF2336.IVO.7,CF2336,0
CCKW11.FUS.XL,CCKW11,0
CCKW12.COR.L,CCKW12,0
CCMV20.GOL.12,CCMV20,0
CF5129.BER.XL,CF5129,0
CF5527,CCLH48,0
CF5540,CCLH48,0
CF6298.WHI.L,CF6298,0
CG0612.PUR.S,CG0612,0
CCMV18.RED.M,CCMV18,0
CBKH59.CBLU.14,CBKH59,0
CBKH62.CRE.S,CBKH62,0
CBKH62.CRE.M,CBKH62,0
CBKH91.PIN.L,CBKH91,0
CBKH59.BLU.16,CBKH59,0
CF8514.PRI.M,CF8514,0
CCLF63,CDKH67,0
DHV64C.AQU.7,CDHV64,0
CF0723.PIN.M,CF0723,0
CF0723.PIN.XL,CF0723,0
CF0725.GRA.XS,CF0725,0
CCJT54.PRI.6,CCJT54,0
CF2336.IVO.3,CF2336,0
CBKH40.PLA.10,CBKH40,0
CBKH40.PLA.7,CBKH40,0
CCGL92.PIN.L,CCGL92,0
CCGL92.PIN.S,CCGL92,0
CCKW12.COR.M,CCKW12,0
CCMV19.RED.6,CCMV19,0
CCMV20.GOL.6,CCMV20,0
CBKG93.TEA.6X,CBKG93,0
CCJH71.PIN.3,CCJH71,0
CF7527.GRA.12,CF7527,0
CF7631.LAV.L,CF7631,0
CF3448.PIN.M,CF3448,0
CF3515.PIN.M,CF3515,0
CF5500,CCLH49,0
CF5341.PUR.S,CF5341,0
CF6165.RED.12,CF6165,0
CF6298.WHI.M,CF6298,0
CG0612.PUR.L,CG0612,0
CG0613.CHA.6,CG0613,0
CG0642.TUR.XS,CG0642,0
CCMV18.RED.S,CCMV18,0
CCMV18.RED.XL,CCMV18,0
CBKH21.PIN.L,CBKH21,0
CCLT15.BER.L,CCLT15,0
CCLT15.BER.XL,CCLT15,0
CCLT15.BER.XS,CCLT15,0
CCGP55.CRE.3,CCGP55,0
CCGP55.CRE.5,CCGP55,0
CCGP55.CRE.6X,CCGP55,0
CCGP55.CRE.6,CCGP55,0
CCGP55.CRE.7,CCGP55,0
CCKR56.PUR.L,CCKR56,0
CCKR56.PUR.XL,CCKR56,0
CCKR56.PUR.S,CCKR56,0
CDGY80.MUL.L/XL,CDGY80,0
CDGY80.MUL.S/M,CDGY80,0
CG0644.PIN.L,CG0644,0
CBKG48A.PIN.10,CBKG48,0
CCMN73B.AQU.S,CCMN73,0
CCHD51.PCH.10,CCHD51,0
CCHD51.PCH.14,CCHD51,0
CCHD51.PCH.6,CCHD51,0
CCHD51.PCH.8,CCHD51,0
CCHD53.PRI.14,CCHD53,0
CCHD53.PRI.16,CCHD53,0
CCHD53.PRI.6,CCHD53,0
CCGP55.CRE.4,CCGP55,0
CF8571.PIN.6,CF8571,0
CF8158.TUR.6,CF8158,0
CF8571.PIN.12,CF8571,0
CF8571.PIN.14,CF8571,0
CF8571.PIN.16,CF8571,0
CF8571.PIN.7,CF8571,0
CF8158.TUR.10,CF8158,0
CF8158.TUR.12,CF8158,0
CF8158.TUR.14,CF8158,0
CF8158.TUR.16,CF8158,0
CF8158.TUR.7,CF8158,0
CF8158.TUR.8,CF8158,0
CF9270.PIN.3,CF9270,0
CF9270.PIN.4,CF9270,0
CF9270.PIN.5,CF9270,0
CF9270.PIN.6,CF9270,0
CF9270.PIN.6X,CF9270,0
CF9270.PIN.7,CF9270,0
CG0879.PRI.3,CG0879,0
CG0881.BER.L,CG0881,0
CG0881.BER.M,CG0881,0
CG0881.BER.S,CG0881,0
CG0881.BER.XL,CG0881,0
CG0903.CRE.S,CG0903,0
CG0879.PRI.4,CG0879,0
CG0879.PRI.5,CG0879,0
CG0879.PRI.6,CG0879,0
CG0879.PRI.6X,CG0879,0
CG0879.PRI.7,CG0879,0
CG0897.PRI.L,CG0897,0
CG0897.PRI.M,CG0897,0
CG0897.PRI.S,CG0897,0
CG0897.PRI.XL,CG0897,0
CG0903.CRE.L,CG0903,0
CG0903.CRE.M,CG0903,0
CG0903.CRE.XL,CG0903,0
CG0798.CRE.3,CG0798,0
CG0798.CRE.4,CG0798,0
CG0798.CRE.5,CG0798,0
CG0798.CRE.6,CG0798,0
CG0798.CRE.6X,CG0798,0
CG0798.CRE.7,CG0798,0
CCHG95A.COR.10,CCHG95,0
CCHG95A.COR.12,CCHG95,0
CCHG95A.COR.14,CCHG95,0
CCHG95A.COR.16,CCHG95,0
CCHG95A.COR.6,CCHG95,0
CCHG95A.COR.8,CCHG95,0
CCHG96A.PLA.10,CCHG96,0
CCHG96A.PLA.12,CCHG96,0
CCHG96A.PLA.14,CCHG96,0
CCHG96A.PLA.16,CCHG96,0
CCHG96A.PLA.6,CCHG96,0
CCHG96A.PLA.7,CCHG96,0
CCHG96A.PLA.8,CCHG96,0
CBKG64A.BLU.10,CBKG64,0
CBKG64A.BLU.12,CBKG64,0
CBKG64A.BLU.14,CBKG64,0
CBKG64A.BLU.16,CBKG64,0
CBKG64A.BLU.6,CBKG64,0
CBKG64A.BLU.7,CBKG64,0
CBKG64A.BLU.8,CBKG64,0
CBKG57A.PUR.12,CBKG57,0
CBKG57A.PUR.14,CBKG57,0
CBKG57A.PUR.16,CBKG57,0
CBKG57A.PUR.6,CBKG57,0
CBKG57A.PUR.7,CBKG57,0
CBKG57A.PUR.8,CBKG57,0
CCHG66A.TUR.10,CCHG66,0
CCHG66A.TUR.12,CCHG66,0
CCHG66A.TUR.14,CCHG66,0
CCHG66A.TUR.16,CCHG66,0
CCHG66A.TUR.6,CCHG66,0
CCHG66A.TUR.7,CCHG66,0
CCHG66A.TUR.8,CCHG66,0
CCMN72B.MUL.12,CCMN72,0
CCMN72B.MUL.7,CCMN72,0
CCMN72B.MUL.8,CCMN72,0
CCHG89A.LIL.10,CCHG89,0
CCHG89A.LIL.12,CCHG89,0
CCHG89A.LIL.14,CCHG89,0
CCHG89A.LIL.16,CCHG89,0
CCHG89A.LIL.6,CCHG89,0
CCHG89A.LIL.7,CCHG89,0
CCHG89A.LIL.8,CCHG89,0
CBKG61A.TAN.10,CBKG61,0
CBKG61A.TAN.14,CBKG61,0
CBKG61A.TAN.16,CBKG61,0
CBKG61A.TAN.7,CBKG61,0
CBKG61A.TAN.8,CBKG61,0
CBKK14A.WHI.10,CBKK14,0
CBKK14A.WHI.12,CBKK14,0
CBKK14A.WHI.14,CBKK14,0
CBKK14A.WHI.16,CBKK14,0
CBKK14A.WHI.7,CBKK14,0
CBKK14A.WHI.8,CBKK14,0
CCHG91A.NAV.10,CCHG91,0
CCHG91A.NAV.12,CCHG91,0
CCHG91A.NAV.14,CCHG91,0
CCHG91A.NAV.16,CCHG91,0
CCHG91A.NAV.6,CCHG91,0
CCHG91A.NAV.7,CCHG91,0
CCHG91A.NAV.8,CCHG91,0
CCHG98A.RED.10,CCHG98,0
CCHG98A.RED.12,CCHG98,0
CCHG98A.RED.14,CCHG98,0
CCHG98A.RED.16,CCHG98,0
CCHG98A.RED.6,CCHG98,0
CCHG98A.RED.7,CCHG98,0
CCHG98A.RED.8,CCHG98,0
CBKL07A.RED.12,CBKL07,0
CBKL07A.RED.14,CBKL07,0
CBKL07A.RED.6,CBKL07,0
CCHL53A.LIL.L,CCHL53,0
CCHL53A.LIL.M,CCHL53,0
CCHL53A.LIL.S,CCHL53,0
CCHL53A.LIL.XL,CCHL53,0
CCHL53A.LIL.XS,CCHL53,0
CBKK15A.PIN.10,CBKK15,0
CBKK15A.PIN.12,CBKK15,0
CBKK15A.PIN.14,CBKK15,0
CBKK15A.PIN.16,CBKK15,0
CBKK15A.PIN.6,CBKK15,0
CBKK15A.PIN.7,CBKK15,0
CBKK15A.PIN.8,CBKK15,0
CCMN73B.AQU.M,CCMN73,0
CCMN75B.BLA.12,CCMN75,0
CCMN75B.BLA.16,CCMN75,0
CCHG97A.WHI.10,CCHG97,0
CCHG97A.WHI.12,CCHG97,0
CCHG97A.WHI.14,CCHG97,0
CCHG97A.WHI.16,CCHG97,0
CCHG97A.WHI.6,CCHG97,0
CCHG97A.WHI.7,CCHG97,0
CCHG97A.WHI.8,CCHG97,0
CCHG90A.RED.L,CCHG90,0
CCHG90A.RED.M,CCHG90,0
CCHG90A.RED.S,CCHG90,0
CCHG90A.RED.XL,CCHG90,0
CCHG90A.RED.XS,CCHG90,0
CBKG60A.GRA.10,CBKG60,0
CBKG60A.GRA.14,CBKG60,0
CBKG60A.GRA.16,CBKG60,0
CBKG60A.GRA.6,CBKG60,0
CBKG60A.GRA.7,CBKG60,0
CBKG60A.GRA.8,CBKG60,0
CBKG54A.WHI.L,CBKG54,0
CBKG54A.WHI.M,CBKG54,0
CBKG54A.WHI.S,CBKG54,0
CBKG54A.WHI.XL,CBKG54,0
CBKG54A.WHI.XS,CBKG54,0
CBKG53A.PIN.S,CBKG53,0
CBKG48A.PIN.12,CBKG48,0
CBKG48A.PIN.16,CBKG48,0
F4883-GF1A,CML30,0
F4901-GF1A,CML28,0
F4893-GF1A,CML30,0
F4929-GF1A,CML28,0
F4936-GF1A,CML30,0
F4993-GF1A,CML28,0
F5053-GF1A,CML29,0
F8120.PRI.16,F8120,0
G0624,CLH51,0
F4964-GF1A,CML30,0
F5001-GF1A,CML28,0
F5041-GF1A,CML29,0
F5057-GF1A,CML29,0
BKG43A.WHI.L,BKG43,0
BKG43A.WHI.XL,BKG43,0
BKG45A.PRI.L,BKG45,0
BKG53A.PIN.L,BKG53,0
BKG62A.WHI.M,BKG62,0
BKG53A.PIN.XL,BKG53,0
BKG53A.PIN.M,BKG53,0
CKR56.PUR.XL,CKR56,0
F6594.AQU.S,F6594,0
F8571.PIN.16,F8571,0
BKL07A.RED.7,BKL07,0
BKG93.TEA.5,BKG93,0
F5033-GF1A,CML29,0
F5039-GF1A,CML29,0
G0628,CLH51,0
BKG62A.WHI.L,BKG62,0
G0879.PRI.7,G0879,0
CGP61.WHI.3,CGP61,0
F4899-GF1A,CML28,0
F4987-GF1A,CML28,0
F4999-GF1A,CML28,0
F4935-GF1A,CML30,0
F4952-GF1A,CML28,0
F4977-GF1A,CML28,0
F4991-GF1A,CML28,0
F4979-GF1A,CML28,0
G0616.STR.12,G0616,0
F5035-GF1A,CML29,0
CMG46.CRE.4,CMG46,0
F4972-GF1A,CML28,0
F4956-GF1A,CML28,0
CCKW11.FUS.M,CCKW11,0
CCLH49-OC,CCLH49,0
CF8138.PIN.S,CF8138,0
CCMV19.RED.10,CCMV19,0
CCMV20.GOL.7,CCMV20,0
CCMG46.CRE.7,CCMG46,0
CF7633.COR.XS,CF7633,0
CF3448.PIN.L,CF3448,0
CF3448.PIN.S,CF3448,0
CF5513,CCLH49,0
CF5129.BER.S,CF5129,0
CF6165.RED.8,CF6165,0
CF8518.ORA.L,CF8518,0
CCMV21.BLA.6,CCMV21,0
CBKH21.PIN.XL,CBKH21,0
CBKH23.PIN.M,CBKH23,0
CBKH59.CBLU.10,CBKH59,0
CBKH62.CRE.L,CBKH62,0
CBKH63.CRE.M,CBKH63,0
CBKH77.GRA.6,CBKH77,0
CBKH77.GRA.10,CBKH77,0
CBKH77.GRA.12,CBKH77,0
CBKH91.PIN.M,CBKH91,0
CCLF60,CDKH67,0
CF5343.AQU.L,CF5343,0
CBKH59.BLU.7,CBKH59,0
CCMG62.RED.M,CCMG62,0
CCJT54.PRI.12,CCJT54,0
CCGD29A.PIN.8,CCGD29,0
CCMV17.RED.M,CCMV17,0
CBKH40.PLA.6,CBKH40,0
CCKW11.FUS.L,CCKW11,0
CF8120.PRI.12,CF8120,0
CCMV20.GOL.14,CCMV20,0
CCMV20.GOL.16,CCMV20,0
CBKH64.CRE.M,CBKH64,0
CCJH71.PIN.6,CCJH71,0
CF7529.BLA.S,CF7529,0
CF7635.PUR.S,CF7635,0
CF7759.PIN.S,CF7759,0
CF6594.AQU.XL,CF6594,0
CF5496,CCLH49,0
CF5129.BER.M,CF5129,0
CF5341.PUR.M,CF5341,0
CF5341.PUR.XS,CF5341,0
CCMV21.BLA.8,CCMV21,0
CBKH23.PIN.S,CBKH23,0
CBKH59.CBLU.6,CBKH59,0
CBKH62.CRE.XS,CBKH62,0
CBKH77.GRA.16,CBKH77,0
CF8514.PRI.S,CF8514,0
CF8516.WHI.L,CF8516,0
CF8516.WHI.S,CF8516,0
CG0435.BER.5,CG0435,0
CG0435.BER.7,CG0435,0
CBKH59.BLU.12,CBKH59,0
CCMG62.RED.S,CCMG62,0
DHV64C.AQU.6,CDHV64,0
CF0725.GRA.L,CF0725,0
CCJT54.PRI.7,CCJT54,0
CCJT54.PRI.8,CCJT54,0
CCLF87.BLU.10,CCLF87,0
CCLF87.BLU.14,CCLF87,0
CF2336.IVO.4,CF2336,0
CF2336.IVO.6X,CF2336,0
CCGD29A.PIN.12,CCGD29,0
CF8138.PIN.M,CF8138,0
CCMV19.RED.12,CCMV19,0
CCMV19.RED.7,CCMV19,0
CCMV19.RED.8,CCMV19,0
CCMG46.CRE.6X,CCMG46,0
CF7527.GRA.8,CF7527,0
CF3448.PIN.XL,CF3448,0
CF3515.PIN.L,CF3515,0
CBKG45A.PRI.L,CBKG45,0
CBKG53A.PIN.L,CBKG53,0
CBKG43A.WHI.XL,CBKG43,0
CBKG62A.WHI.M,CBKG62,0
CBKG53A.PIN.M,CBKG53,0
CBKG53A.PIN.XL,CBKG53,0
CBKG43A.WHI.L,CBKG43,0
CBKL07A.RED.10,CBKL07,0
CF8571.PIN.8,CF8571,0
CBKL07A.RED.16,CBKL07,0
CBKL07A.RED.7,CBKL07,0
CBKL07A.RED.8,CBKL07,0
CF5455,CCLH50,0
CBKG62A.WHI.L,CBKG62,0
CF7410.PUR.XS,CF7410,0
CF7527.GRA.6,CF7527,0
CF7529.BLA.XS,CF7529,0
CF7410.PUR.L,CF7410,0
CF7410.PUR.M,CF7410,0
CF7410.PUR.S,CF7410,0
CF7410.PUR.XL,CF7410,0
CF7527.GRA.10,CF7527,0
CF7527.GRA.16,CF7527,0
CF7527.GRA.14,CF7527,0
CF7529.BLA.L,CF7529,0
CF7529.BLA.M,CF7529,0
CF7625.PUR.XS,CF7625,0
CF7629.COR.XS,CF7629,0
CF7667.CRE.XS,CF7667,0
CF7755.MUL.S,CF7755,0
CF7759.PIN.XS,CF7759,0
CF7625.PUR.L,CF7625,0
CF7625.PUR.M,CF7625,0
CF7625.PUR.S,CF7625,0
CF7629.COR.L,CF7629,0
CF7629.COR.M,CF7629,0
CF7629.COR.S,CF7629,0
CF7631.LAV.M,CF7631,0
CF7631.LAV.S,CF7631,0
CF7631.LAV.XS,CF7631,0
CF7633.COR.L,CF7633,0
CF7633.COR.S,CF7633,0
CF7633.COR.M,CF7633,0
CF7635.PUR.L,CF7635,0
CF7635.PUR.M,CF7635,0
CF7635.PUR.XS,CF7635,0
CF7667.CRE.L,CF7667,0
CF7667.CRE.M,CF7667,0
CF7667.CRE.S,CF7667,0
CF7755.MUL.L,CF7755,0
CF7755.MUL.M,CF7755,0
CF7759.PIN.L,CF7759,0
CF7759.PIN.M,CF7759,0
CF7755.MUL.XL,CF7755,0
CCGD29.PIN.7,CCGD29,0
CCGD28.WHI.L,CCGD28,0
CCGD28.WHI.XS,CCGD28,0
CCGD28.WHI.M,CCGD28,0
CCGD30A.BLU.L,CCGD30,0
CCGD30A.BLU.M,CCGD30,0
CCGD30A.BLU.XS,CCGD30,0
CCGD30A.BLU.S,CCGD30,0
CCGD30A.BLU.XL,CCGD30,0
CCLG49.PIN.L,CCLG49,0
CCLG49.PIN.M,CCLG49,0
CCLG49.PIN.S,CCLG49,0
CCLG49.PIN.XS,CCLG49,0
CCLG49.PIN.XL,CCLG49,0
CCGD29A.PIN.10,CCGD29,0
CCGD29A.PIN.14,CCGD29,0
CCGD29A.PIN.16,CCGD29,0
CCGD29A.PIN.6,CCGD29,0
CCGD31A.BLU.L,CCGD31,0
CCGD31A.BLU.M,CCGD31,0
