CatalogEntryUpdate
PartNumber,Type,ParentGroupIdentifier,CurrencyCode,ListPrice,Name,ShortDescription,LongDescription,Thumbnail,FullImage,Buyable,Published,Available,Delete
14452,ItemBean,71,USD,,,,,14452_01,14452_Viewer,0,1,1,0
14479,ItemBean,71,USD,,,,,14479_01,14479_Viewer,0,1,1,0
1449,ItemBean,71,USD,,,,,1449_01,1449_Viewer,0,1,1,0
1452,ItemBean,71,USD,,,,,1452_01,1452_Viewer,0,1,1,0
1453,ItemBean,71,USD,,,,,1453_01,1453_Viewer,0,1,1,0
1454,ItemBean,71,USD,,,,,1454_01,1454_Viewer,0,1,1,0
14541,ItemBean,unassigned,USD,,,,,14541_01,14541_Viewer,0,1,1,0
14545,ItemBean,71,USD,,,,,14545_01,14545_Viewer,0,1,1,0
1456,ItemBean,71,USD,,,,,1456_01,1456_Viewer,0,1,1,0
1457,ItemBean,71,USD,,,,,1457_01,1457_Viewer,0,1,1,0
1459,ItemBean,71,USD,,,,,1459_01,1459_Viewer,0,1,1,0
1460,ItemBean,71,USD,,,,,1460_01,1460_Viewer,0,1,1,0
14608,ItemBean,71,USD,,,,,14608_01,14608_Viewer,0,1,1,0
14612,ItemBean,71,USD,,,,,14612_01,14612_Viewer,0,1,1,0
1463,ItemBean,71,USD,,,,,1463_01,1463_Viewer,0,1,1,0
1464,ItemBean,71,USD,,,,,1464_01,1464_Viewer,0,1,1,0
1465,ItemBean,71,USD,,,,,1465_01,1465_Viewer,0,1,1,0
14664,ItemBean,71,USD,,,,,14664_01,14664_Viewer,0,1,1,0
1467,ItemBean,71,USD,,,,,1467_01,1467_Viewer,0,1,1,0
1468,ItemBean,71,USD,,,,,1468_01,1468_Viewer,0,1,1,0
1470,ItemBean,71,USD,,,,,1470_01,1470_Viewer,0,1,1,0
14715,ItemBean,71,USD,,,,,14715_01,14715_Viewer,0,1,1,0
1472,ItemBean,71,USD,,,,,1472_01,1472_Viewer,0,1,1,0
1473,ItemBean,71,USD,,,,,1473_01,1473_Viewer,0,1,1,0
14756,ItemBean,71,USD,,,,,14756_01,14756_Viewer,0,1,1,0
1476,ItemBean,71,USD,,,,,1476_01,1476_Viewer,0,1,1,0
1477,ItemBean,71,USD,,,,,1477_01,1477_Viewer,0,1,1,0
1478,ItemBean,71,USD,,,,,1478_01,1478_Viewer,0,1,1,0
1479,ItemBean,71,USD,,,,,1479_01,1479_Viewer,0,1,1,0
1482,ItemBean,71,USD,,,,,1482_01,1482_Viewer,0,1,1,0
1483,ItemBean,71,USD,,,,,1483_01,1483_Viewer,0,1,1,0
1484,ItemBean,71,USD,,,,,1484_01,1484_Viewer,0,1,1,0
1486,ItemBean,71,USD,,,,,1486_01,1486_Viewer,0,1,1,0
1487,ItemBean,71,USD,,,,,1487_01,1487_Viewer,0,1,1,0
1488,ItemBean,71,USD,,,,,1488_01,1488_Viewer,0,1,1,0
14880,ItemBean,71,USD,,,,,14880_01,14880_Viewer,0,1,1,0
1489,ItemBean,71,USD,,,,,1489_01,1489_Viewer,0,1,1,0
14900,ItemBean,unassigned,USD,,,,,14900_01,14900_Viewer,0,1,1,0
14901,ItemBean,71,USD,,,,,14901_01,14901_Viewer,0,1,1,0
14902,ItemBean,71,USD,,,,,14902_01,14902_Viewer,0,1,1,0
1491,ItemBean,71,USD,,,,,1491_01,1491_Viewer,0,1,1,0
1492,ItemBean,71,USD,,,,,1492_01,1492_Viewer,0,1,1,0
1493,ItemBean,71,USD,,,,,1493_01,1493_Viewer,0,1,1,0
1494,ItemBean,71,USD,,,,,1494_01,1494_Viewer,0,1,1,0
14954,ItemBean,71,USD,,,,,14954_01,14954_Viewer,0,1,1,0
1496,ItemBean,71,USD,,,,,1496_01,1496_Viewer,0,1,1,0
14960,ItemBean,71,USD,,,,,14960_01,14960_Viewer,0,1,1,0
14992,ItemBean,71,USD,,,,,14992_01,14992_Viewer,0,1,1,0
14DOLLHOSP,ItemBean,00,USD,0,,,,,,1,1,1,0
15005,ItemBean,71,USD,,,,,15005_01,15005_Viewer,0,1,1,0
15006,ItemBean,71,USD,,,,,15006_01,15006_Viewer,0,1,1,0
15140,ItemBean,71,USD,,,,,15140_01,15140_Viewer,0,1,1,0
15204,ItemBean,71,USD,,,,,15204_01,15204_Viewer,0,1,1,0
1521,ItemBean,71,USD,,,,,01521_01,01521_Viewer,0,1,1,0
15280,ItemBean,71,USD,,,,,15280_01,15280_Viewer,0,1,1,0
15303,ItemBean,71,USD,,,,,15303_01,15303_Viewer,0,1,1,0
15304,ItemBean,71,USD,,,,,15304_01,15304_Viewer,0,1,1,0
15407,ItemBean,71,USD,,,,,15407_01,15407_Viewer,0,1,1,0
1544,ItemBean,71,USD,,,,,1544_01,1544_Viewer,0,1,1,0
1546,ItemBean,71,USD,,,,,1546_01,1546_Viewer,0,1,1,0
15461,ItemBean,71,USD,,,,,15461_01,15461_Viewer,0,1,1,0
1547,ItemBean,71,USD,,,,,1547_01,1547_Viewer,0,1,1,0
1548,ItemBean,71,USD,,,,,1548_01,1548_Viewer,0,1,1,0
15497,ItemBean,71,USD,,,,,15497_01,15497_Viewer,0,1,1,0
15498,ItemBean,71,USD,,,,,15498_01,15498_Viewer,0,1,1,0
15499,ItemBean,71,USD,,,,,15499_01,15499_Viewer,0,1,1,0
15500,ItemBean,71,USD,,,,,15500_01,15500_Viewer,0,1,1,0
15501,ItemBean,71,USD,,,,,15501_01,15501_Viewer,0,1,1,0
1551,ItemBean,71,USD,,,,,1551_01,1551_Viewer,0,1,1,0
15519,ItemBean,unassigned,USD,,,,,15519_01,15519_Viewer,0,1,1,0
15520,ItemBean,unassigned,USD,,,,,15520_01,15520_Viewer,0,1,1,0
15521,ItemBean,71,USD,,,,,15521_01,15521_Viewer,0,1,1,0
15522,ItemBean,71,USD,,,,,15522_01,15522_Viewer,0,1,1,0
15523,ItemBean,71,USD,,,,,15523_01,15523_Viewer,0,1,1,0
15528,ItemBean,unassigned,USD,,,,,15528_01,15528_Viewer,0,1,1,0
1553,ItemBean,71,USD,,,,,1553_01,1553_Viewer,0,1,1,0
15591,ItemBean,71,USD,,,,,15591_01,15591_Viewer,0,1,1,0
15621,ItemBean,71,USD,,,,,15621_01,15621_Viewer,0,1,1,0
15646,ItemBean,71,USD,,,,,15646_01,15646_Viewer,0,1,1,0
15647,ItemBean,71,USD,,,,,15647_01,15647_Viewer,0,1,1,0
15683,ItemBean,unassigned,USD,,,,,15683_01,15683_Viewer,0,1,1,0
15685,ItemBean,71,USD,,,,,15685_01,15685_Viewer,0,1,1,0
15758,ItemBean,71,USD,,,,,15758_01,15758_Viewer,0,1,1,0
15760,ItemBean,unassigned,USD,,,,,15760_01,15760_Viewer,0,1,1,0
15762,ItemBean,71,USD,,,,,15762_01,15762_Viewer,0,1,1,0
15814,ItemBean,71,USD,,,,,15814_01,15814_Viewer,0,1,1,0
15819,ItemBean,71,USD,,,,,15819_01,15819_Viewer,0,1,1,0
15826,ItemBean,71,USD,,,,,15826_01,15826_Viewer,0,1,1,0
15846,ItemBean,71,USD,,,,,15846_01,15846_Viewer,0,1,1,0
1589,ItemBean,71,USD,,,,,1589_01,1589_Viewer,0,1,1,0
1590,ItemBean,71,USD,,,,,1590_01,1590_Viewer,0,1,1,0
15948,ItemBean,71,USD,,,,,15948_01,15948_Viewer,0,1,1,0
15950,ItemBean,71,USD,,,,,15950_01,15950_Viewer,0,1,1,0
15DOLLHOSP,ItemBean,00,USD,0,,,,,,1,1,1,0
1600,ItemBean,71,USD,,,,,ImageUnavailable,NoImage_Viewer,0,1,1,0
1600-1964,ItemBean,unassigned,USD,,,,,16001964_01,1600_Viewer,0,1,1,0
1601,ItemBean,71,USD,,,,,1601_01,1601_Viewer,0,1,1,0
1601-1964,ItemBean,unassigned,USD,,,,,16011964_01,1601_Viewer,0,1,1,0
16013,ItemBean,71,USD,,,,,16013_01,16013_Viewer,0,1,1,0
1602,ItemBean,71,USD,,,,,1602_01,1602_Viewer,0,1,1,0
1603,ItemBean,71,USD,,,,,1603_01,1603_Viewer,0,1,1,0
1604,ItemBean,71,USD,,,,,1604_01,1604_Viewer,0,1,1,0
1605,ItemBean,71,USD,,,,,1605_01,1605_Viewer,0,1,1,0
1606,ItemBean,71,USD,,,,,1606_01,1606_Viewer,0,1,1,0
1607,ItemBean,71,USD,,,,,1607_01,1607_Viewer,0,1,1,0
16076,ItemBean,unassigned,USD,,,,,16076_01,16076_Viewer,0,1,1,0
16077,ItemBean,71,USD,,,,,16077_01,16077_Viewer,0,1,1,0
16078,ItemBean,71,USD,,,,,16078_01,16078_Viewer,0,1,1,0
16079,ItemBean,unassigned,USD,,,,,16079_01,16079_Viewer,0,1,1,0
1608,ItemBean,71,USD,,,,,1608_01,1608_Viewer,0,1,1,0
1609,ItemBean,71,USD,,,,,1609_01,1609_Viewer,0,1,1,0
16091,ItemBean,71,USD,,,,,16091_01,16091_Viewer,0,1,1,0
1610,ItemBean,71,USD,,,,,1610_01,1610_Viewer,0,1,1,0
1611,ItemBean,71,USD,,,,,1611_01,1611_Viewer,0,1,1,0
1612,ItemBean,71,USD,,,,,1612_01,1612_Viewer,0,1,1,0
1614,ItemBean,71,USD,,,,,1614_01,1614_Viewer,0,1,1,0
1615,ItemBean,71,USD,,,,,1615_01,1615_Viewer,0,1,1,0
1616,ItemBean,71,USD,,,,,1616_01,1616_Viewer,0,1,1,0
1617,ItemBean,71,USD,,,,,1617_01,1617_Viewer,0,1,1,0
1619,ItemBean,71,USD,,,,,1619_01,1619_Viewer,0,1,1,0
1620,ItemBean,71,USD,,,,,1620_01,1620_Viewer,0,1,1,0
1621,ItemBean,71,USD,,,,,1621_01,1621_Viewer,0,1,1,0
16211,ItemBean,71,USD,,,,,16211_01,16211_Viewer,0,1,1,0
1622,ItemBean,71,USD,,,,,1622_01,1622_Viewer,0,1,1,0
1623,ItemBean,71,USD,,,,,1623_01,1623_Viewer,0,1,1,0
1624,ItemBean,71,USD,,,,,1624_01,1624_Viewer,0,1,1,0
1625,ItemBean,71,USD,,,,,1625_01,1625_Viewer,0,1,1,0
1626,ItemBean,71,USD,,,,,1626_01,1626_Viewer,0,1,1,0
1627,ItemBean,71,USD,,,,,1627_01,1627_Viewer,0,1,1,0
1628,ItemBean,71,USD,,,,,1628_01,1628_Viewer,0,1,1,0
16289,ItemBean,unassigned,USD,,,,,16289_01,16289_Viewer,0,1,1,0
1629,ItemBean,71,USD,,,,,1629_01,1629_Viewer,0,1,1,0
1631,ItemBean,71,USD,,,,,1631_01,1631_Viewer,0,1,1,0
1632,ItemBean,71,USD,,,,,1632_01,1632_Viewer,0,1,1,0
1633,ItemBean,71,USD,,,,,1633_01,1633_Viewer,0,1,1,0
1634,ItemBean,71,USD,,,,,1634_01,1634_Viewer,0,1,1,0
1635,ItemBean,71,USD,,,,,1635_01,1635_Viewer,0,1,1,0
1636,ItemBean,71,USD,,,,,1636_01,1636_Viewer,0,1,1,0
1637,ItemBean,71,USD,,,,,1637_01,1637_Viewer,0,1,1,0
1638,ItemBean,71,USD,,,,,1638_01,1638_Viewer,0,1,1,0
1639,ItemBean,71,USD,,,,,1639_01,1639_Viewer,0,1,1,0
1640,ItemBean,71,USD,,,,,1640_01,1640_Viewer,0,1,1,0
1641,ItemBean,71,USD,,,,,1641_01,1641_Viewer,0,1,1,0
1642,ItemBean,71,USD,,,,,1642_01,1642_Viewer,0,1,1,0
1643,ItemBean,71,USD,,,,,1643_01,1643_Viewer,0,1,1,0
1644,ItemBean,71,USD,,,,,1644_01,1644_Viewer,0,1,1,0
1645,ItemBean,71,USD,,,,,1645_01,1645_Viewer,0,1,1,0
1646,ItemBean,71,USD,,,,,1646_01,1646_Viewer,0,1,1,0
1647,ItemBean,71,USD,,,,,1647_01,1647_Viewer,0,1,1,0
1648,ItemBean,71,USD,,,,,1648_01,1648_Viewer,0,1,1,0
1648-1965,ItemBean,unassigned,USD,,,,,16481965_01,1648_Viewer,0,1,1,0
1649,ItemBean,71,USD,,,,,1649_01,1649_Viewer,0,1,1,0
16495,ItemBean,71,USD,,,,,16495_01,16495_Viewer,0,1,1,0
16497,ItemBean,71,USD,,,,,16497_01,16497_Viewer,0,1,1,0
16498,ItemBean,71,USD,,,,,16498_01,16498_Viewer,0,1,1,0
16499,ItemBean,71,USD,,,,,16499_01,16499_Viewer,0,1,1,0
1650-ba,ItemBean,71,USD,,,,,1650-ba_01,1650-ba_Viewer,0,1,1,0
16500,ItemBean,71,USD,,,,,16500_01,16500_Viewer,0,1,1,0
1651,ItemBean,71,USD,,,,,1651_01,1651_Viewer,0,1,1,0
1652,ItemBean,71,USD,,,,,1652_01,1652_Viewer,0,1,1,0
1653,ItemBean,71,USD,,,,,1653_01,1653_Viewer,0,1,1,0
16536,ItemBean,71,USD,,,,,16536_01,16536_Viewer,0,1,1,0
1654,ItemBean,71,USD,,,,,1654_01,1654_Viewer,0,1,1,0
1655,ItemBean,71,USD,,,,,1655_01,1655_Viewer,0,1,1,0
1656,ItemBean,71,USD,,,,,1656_01,1656_Viewer,0,1,1,0
16573,ItemBean,unassigned,USD,,,,,16573_01,16573_Viewer,0,1,1,0
1658,ItemBean,71,USD,,,,,1658_01,1658_Viewer,0,1,1,0
1660,ItemBean,71,USD,,,,,1660_01,1660_Viewer,0,1,1,0
1661,ItemBean,71,USD,,,,,1661_01,1661_Viewer,0,1,1,0
1663,ItemBean,71,USD,,,,,1663_01,1663_Viewer,0,1,1,0
1664,ItemBean,71,USD,,,,,1664_01,1664_Viewer,0,1,1,0
1665,ItemBean,71,USD,,,,,1665_01,1665_Viewer,0,1,1,0
1666,ItemBean,71,USD,,,,,1666_01,1666_Viewer,0,1,1,0
1667,ItemBean,71,USD,,,,,1667_01,1667_Viewer,0,1,1,0
1668,ItemBean,71,USD,,,,,1668_01,1668_Viewer,0,1,1,0
1669,ItemBean,71,USD,,,,,1669_01,1669_Viewer,0,1,1,0
1670,ItemBean,71,USD,,,,,1670_01,1670_Viewer,0,1,1,0
16705,ItemBean,71,USD,,,,,16705_01,16705_Viewer,0,1,1,0
16707,ItemBean,71,USD,,,,,16707_01,16707_Viewer,0,1,1,0
16708,ItemBean,71,USD,,,,,16708_01,16708_Viewer,0,1,1,0
1671,ItemBean,71,USD,,,,,1671_01,1671_Viewer,0,1,1,0
1672,ItemBean,71,USD,,,,,1672_01,1672_Viewer,0,1,1,0
1673,ItemBean,71,USD,,,,,1673_01,1673_Viewer,0,1,1,0
1674,ItemBean,71,USD,,,,,1674_01,1674_Viewer,0,1,1,0
1675,ItemBean,71,USD,,,,,1675_01,1675_Viewer,0,1,1,0
16754,ItemBean,71,USD,,,,,16754_01,16754_Viewer,0,1,1,0
1676,ItemBean,71,USD,,,,,1676_01,1676_Viewer,0,1,1,0
1678,ItemBean,71,USD,,,,,1678_01,1678_Viewer,0,1,1,0
1682,ItemBean,71,USD,,,,,01682_01,01682_Viewer,0,1,1,0
1683,ItemBean,71,USD,,,,,1683_01,1683_Viewer,0,1,1,0
1685,ItemBean,71,USD,,,,,1685_01,1685_Viewer,0,1,1,0
1686,ItemBean,71,USD,,,,,1686_01,1686_Viewer,0,1,1,0
1687,ItemBean,71,USD,,,,,1687_01,1687_Viewer,0,1,1,0
1688,ItemBean,71,USD,,,,,1688_01,1688_Viewer,0,1,1,0
1690,ItemBean,71,USD,,,,,1690_01,1690_Viewer,0,1,1,0
16900,ItemBean,unassigned,USD,,,,,16900_01,16900_Viewer,0,1,1,0
1691,ItemBean,71,USD,,,,,1691_01,1691_Viewer,0,1,1,0
1692,ItemBean,71,USD,,,,,1692_01,1692_Viewer,0,1,1,0
1694-ba,ItemBean,71,USD,,,,,1694-ba_01,1694-ba_Viewer,0,1,1,0
1695,ItemBean,71,USD,,,,,1695_01,1695_Viewer,0,1,1,0
1696-ba,ItemBean,71,USD,,,,,1696-ba_01,1696-ba_Viewer,0,1,1,0
16962,ItemBean,71,USD,,,,,16962_01,16962_Viewer,0,1,1,0
1697-ba,ItemBean,71,USD,,,,,1697-ba_01,1697-ba_Viewer,0,1,1,0
1698,ItemBean,71,USD,,,,,1698_01,1698_Viewer,0,1,1,0
16BUN01,BundleBean,04,USD,,,,,16BUN01_Star_of_the_Show_Outfit_Girls_DNJ73_DNJ74_1,16BUN01_Viewer,1,1,1,0
16BUN02,BundleBean,04,USD,,,,,16BUN02_Lovely_Outfit_Girls_DNJ75_DNJ76_1,16BUN02_Viewer,1,1,1,0
16BUN03,BundleBean,04,USD,,,,,16BUN03_Happy_Hedgehog_Outfit_Girls_DNJ77_DNJ78_1,16BUN03_Viewer,1,1,1,0
16BUN04,BundleBean,04,USD,,,,,16BUN04_Blooms_Outfit_Girls_DNJ79_DNK51_1,16BUN04_Viewer,1,1,1,0
16BUN05,BundleBean,04,USD,,,,,16BUN05_Ocean_Waves_Outfit_Girls_DNJ84_DNJ85_1,16BUN05_Viewer,1,1,1,0
16BUN06,BundleBean,04,USD,,,,,16BUN06_Enchanted_Garden_PJs_Slippers_Girls_DNJ87_DNJ88_1,16BUN06_Viewer,1,1,1,0
16BUN07,BundleBean,04,USD,,,,,16BUN07_Holiday_Promotion_Enchanted_Garden_PJs_WellieWishers_Dolls_Girls_1,16BUN07_Viewer,1,1,1,0
16BUN08,BundleBean,04,USD,,,,,16BUN08_WellieWishers_Wellies_Sock_Set_Girls_DRY19_DTM88_1,16BUN08_Viewer,1,1,1,0
16BUN09,BundleBean,04,USD,,,,,16BUN09_Fun_Fish_Swimsuit_Cover_Up_Girls_DYP41_DYP42_1,16BUN09_Viewer,1,1,1,0
16BUN10,BundleBean,04,USD,,,,,16BUN10_Fun_Fish_Swimsuit_Cover_Up_Dolls_Girls_DYP40_DYP41_DYP42_1,16BUN10_Viewer,1,1,1,0
16BUN11,BundleBean,04,USD,,,,,16BUN11_Holiday_Promotion_Fantastic_Firefly_PJs_WellieWishers_Dolls_Girls_1,16BUN11_Viewer,1,1,1,0
16BUN12,BundleBean,04,USD,,,,,16BUN12_Carrot_and_Hutch_Accessories_DNG51_FLM98_1,16BUN12_Viewer,1,1,1,0
16DOLLHOSP,ItemBean,00,USD,0,,,,,,1,1,1,0
1703-ba,ItemBean,71,USD,,,,,1703-ba_01,1703-ba_Viewer,0,1,1,0
17031,ItemBean,71,USD,,,,,17031_01,17031_Viewer,0,1,1,0
17040,ItemBean,unassigned,USD,,,,,17040_01,17040_Viewer,0,1,1,0
17056,ItemBean,71,USD,,,,,17056_01,17056_Viewer,0,1,1,0
17119,ItemBean,71,USD,,,,,17119_01,17119_Viewer,0,1,1,0
17120,ItemBean,unassigned,USD,,,,,17120_01,17120_Viewer,0,1,1,0
17136,ItemBean,71,USD,,,,,17136_01,17136_Viewer,0,1,1,0
17137,ItemBean,71,USD,,,,,17137_01,17137_Viewer,0,1,1,0
17155,ItemBean,71,USD,,,,,17155_01,17155_Viewer,0,1,1,0
1717,ItemBean,71,USD,,,,,1717_01,1717_Viewer,0,1,1,0
1718,ItemBean,71,USD,,,,,1718_01,1718_Viewer,0,1,1,0
1719,ItemBean,71,USD,,,,,1719_01,1719_Viewer,0,1,1,0
1720,ItemBean,71,USD,,,,,1720_01,1720_Viewer,0,1,1,0
1730,ItemBean,71,USD,,,,,1730_01,1730_Viewer,0,1,1,0
1731,ItemBean,71,USD,,,,,1731_01,1731_Viewer,0,1,1,0
17312,ItemBean,71,USD,,,,,17312_01,17312_Viewer,0,1,1,0
17313,ItemBean,71,USD,,,,,17313_01,17313_Viewer,0,1,1,0
1732,ItemBean,71,USD,,,,,1732_01,1732_Viewer,0,1,1,0
1733,ItemBean,71,USD,,,,,1733_01,1733_Viewer,0,1,1,0
17341,ItemBean,unassigned,USD,,,,,17341_01,17341_Viewer,0,1,1,0
1735,ItemBean,71,USD,,,,,1735_01,1735_Viewer,0,1,1,0
1736,ItemBean,71,USD,,,,,1736_01,1736_Viewer,0,1,1,0
17382,ItemBean,71,USD,,,,,17382_01,17382_Viewer,0,1,1,0
17441,ItemBean,71,USD,,,,,17441_01,17441_Viewer,0,1,1,0
17443,ItemBean,71,USD,,,,,17443_01,17443_Viewer,0,1,1,0
17450,ItemBean,71,USD,,,,,17450_01,17450_Viewer,0,1,1,0
17451,ItemBean,unassigned,USD,,,,,17451_01,17451_Viewer,0,1,1,0
17452,ItemBean,71,USD,,,,,17452_01,17452_Viewer,0,1,1,0
1753,ItemBean,71,USD,,,,,01753_01,01753_Viewer,0,1,1,0
17556,ItemBean,71,USD,,,,,17556_01,17556_Viewer,0,1,1,0
17557,ItemBean,71,USD,,,,,17557_01,17557_Viewer,0,1,1,0
17567,ItemBean,71,USD,,,,,17567_01,17567_Viewer,0,1,1,0
17568,ItemBean,unassigned,USD,,,,,17568_01,17568_Viewer,0,1,1,0
17569,ItemBean,unassigned,USD,,,,,17569_01,17569_Viewer,0,1,1,0
17570,ItemBean,71,USD,,,,,17570_01,17570_Viewer,0,1,1,0
17571,ItemBean,unassigned,USD,,,,,17571_01,17571_Viewer,0,1,1,0
17572,ItemBean,71,USD,,,,,17572_01,17572_Viewer,0,1,1,0
17603,ItemBean,71,USD,,,,,17603_01,17603_Viewer,0,1,1,0
17607,ItemBean,71,USD,,,,,17607_01,17607_Viewer,0,1,1,0
1761,ItemBean,71,USD,,,,,1761_01,1761_Viewer,0,1,1,0
1763,ItemBean,71,USD,,,,,1763_01,1763_Viewer,0,1,1,0
17641,ItemBean,71,USD,,,,,17641_01,17641_Viewer,0,1,1,0
17645,ItemBean,unassigned,USD,,,,,17645_01,17645_Viewer,0,1,1,0
1766,ItemBean,71,USD,,,,,1766_01,1766_Viewer,0,1,1,0
1767,ItemBean,71,USD,,,,,1767_01,1767_Viewer,0,1,1,0
17674,ItemBean,71,USD,,,,,17674_01,17674_Viewer,0,1,1,0
1769,ItemBean,71,USD,,,,,1769_01,1769_Viewer,0,1,1,0
17690,ItemBean,71,USD,,,,,17690_01,17690_Viewer,0,1,1,0
17692,ItemBean,71,USD,,,,,17692_01,17692_Viewer,0,1,1,0
17763,ItemBean,71,USD,,,,,17763_01,17763_Viewer,0,1,1,0
1777,ItemBean,71,USD,,,,,1777_01,1777_Viewer,0,1,1,0
17780,ItemBean,71,USD,,,,,17780_01,17780_Viewer,0,1,1,0
17782,ItemBean,unassigned,USD,,,,,17782_01,17782_Viewer,0,1,1,0
17783,ItemBean,71,USD,,,,,17783_01,17783_Viewer,0,1,1,0
1779,ItemBean,71,USD,,,,,1779_01,1779_Viewer,0,1,1,0
1781,ItemBean,71,USD,,,,,1781_01,1781_Viewer,0,1,1,0
17832,ItemBean,unassigned,USD,,,,,17832_01,17832_Viewer,0,1,1,0
17833,ItemBean,71,USD,,,,,17833_01,17833_Viewer,0,1,1,0
1784,ItemBean,71,USD,,,,,1784_01,1784_Viewer,0,1,1,0
1786,ItemBean,71,USD,,,,,1786_01,1786_Viewer,0,1,1,0
17860,ItemBean,71,USD,,,,,17860_01,17860_Viewer,0,1,1,0
17864,ItemBean,71,USD,,,,,17864_01,17864_Viewer,0,1,1,0
1788,ItemBean,71,USD,,,,,1788_01,1788_Viewer,0,1,1,0
1789,ItemBean,71,USD,,,,,1789_01,1789_Viewer,0,1,1,0
1791,ItemBean,71,USD,,,,,1791_01,1791_Viewer,0,1,1,0
1792,ItemBean,71,USD,,,,,1792_01,1792_Viewer,0,1,1,0
17934,ItemBean,71,USD,,,,,17934_01,17934_Viewer,0,1,1,0
1796,ItemBean,71,USD,,,,,1796_01,1796_Viewer,0,1,1,0
1798,ItemBean,71,USD,,,,,1798_01,1798_Viewer,0,1,1,0
1799,ItemBean,71,USD,,,,,1799_01,1799_Viewer,0,1,1,0
17DOLLHOSP,ItemBean,00,USD,0,,,,,,1,1,1,0
1804,ItemBean,71,USD,,,,,1804_01,1804_Viewer,0,1,1,0
1805,ItemBean,71,USD,,,,,1805_01,1805_Viewer,0,1,1,0
1806-ba,ItemBean,71,USD,,,,,1806-ba_01,1806-ba_Viewer,0,1,1,0
1807,ItemBean,71,USD,,,,,1807_01,1807_Viewer,0,1,1,0
1808,ItemBean,71,USD,,,,,1808_01,1808_Viewer,0,1,1,0
1809,ItemBean,71,USD,,,,,1809_01,1809_Viewer,0,1,1,0
18091,ItemBean,71,USD,,,,,18091_01,18091_Viewer,0,1,1,0
1810,ItemBean,71,USD,,,,,1810_01,1810_Viewer,0,1,1,0
1813,ItemBean,71,USD,,,,,1813_01,1813_Viewer,0,1,1,0
1814,ItemBean,71,USD,,,,,1814_01,1814_Viewer,0,1,1,0
1815,ItemBean,71,USD,,,,,1815_01,1815_Viewer,0,1,1,0
1816,ItemBean,71,USD,,,,,1816_01,1816_Viewer,0,1,1,0
1817,ItemBean,71,USD,,,,,1817_01,1817_Viewer,0,1,1,0
1818,ItemBean,71,USD,,,,,1818_01,1818_Viewer,0,1,1,0
1820,ItemBean,71,USD,,,,,1820_01,1820_Viewer,0,1,1,0
1822,ItemBean,71,USD,,,,,1822_01,1822_Viewer,0,1,1,0
1823,ItemBean,71,USD,,,,,1823_01,1823_Viewer,0,1,1,0
1824,ItemBean,71,USD,,,,,1824_01,1824_Viewer,0,1,1,0
1828,ItemBean,71,USD,,,,,1828_01,1828_Viewer,0,1,1,0
1829,ItemBean,71,USD,,,,,1829_01,1829_Viewer,0,1,1,0
18326,ItemBean,71,USD,,,,,18326_01,18326_Viewer,0,1,1,0
1841,ItemBean,71,USD,,,,,1841_01,1841_Viewer,0,1,1,0
1842,ItemBean,71,USD,,,,,1842_01,1842_Viewer,0,1,1,0
1843,ItemBean,71,USD,,,,,1843_01,1843_Viewer,0,1,1,0
1844,ItemBean,71,USD,,,,,1844_01,1844_Viewer,0,1,1,0
18448,ItemBean,unassigned,USD,,,,,18448_01,18448_Viewer,0,1,1,0
18449,ItemBean,unassigned,USD,,,,,18449_01,18449_Viewer,0,1,1,0
1845,ItemBean,71,USD,,,,,1845_01,1845_Viewer,0,1,1,0
1846,ItemBean,71,USD,,,,,1846_01,1846_Viewer,0,1,1,0
1848,ItemBean,71,USD,,,,,1848_01,1848_Viewer,0,1,1,0
1849,ItemBean,71,USD,,,,,1849_01,1849_Viewer,0,1,1,0
18509,ItemBean,71,USD,,,,,18509_01,18509_Viewer,0,1,1,0
18510,ItemBean,71,USD,,,,,18510_01,18510_Viewer,0,1,1,0
1853,ItemBean,71,USD,,,,,1853_01,1853_Viewer,0,1,1,0
1854,ItemBean,71,USD,,,,,1854_01,1854_Viewer,0,1,1,0
1855,ItemBean,71,USD,,,,,1855_01,1855_Viewer,0,1,1,0
18558,ItemBean,71,USD,,,,,18558_01,18558_Viewer,0,1,1,0
18559,ItemBean,71,USD,,,,,18559_01,18559_Viewer,0,1,1,0
18560,ItemBean,unassigned,USD,,,,,18560_01,18560_Viewer,0,1,1,0
18561,ItemBean,unassigned,USD,,,,,18561_01,18561_Viewer,0,1,1,0
1857,ItemBean,71,USD,,,,,1857_01,1857_Viewer,0,1,1,0
18586,ItemBean,71,USD,,,,,18586_01,18586_Viewer,0,1,1,0
1859,ItemBean,71,USD,,,,,1859_01,1859_Viewer,0,1,1,0
1860,ItemBean,71,USD,,,,,1860_01,1860_Viewer,0,1,1,0
1861,ItemBean,71,USD,,,,,1861_01,1861_Viewer,0,1,1,0
1862,ItemBean,71,USD,,,,,1862_01,1862_Viewer,0,1,1,0
1863,ItemBean,71,USD,,,,,1863_01,1863_Viewer,0,1,1,0
18630,ItemBean,71,USD,,,,,18630_01,18630_Viewer,0,1,1,0
1864,ItemBean,71,USD,,,,,1864_01,1864_Viewer,0,1,1,0
1865,ItemBean,71,USD,,,,,1865_01,1865_Viewer,0,1,1,0
1866,ItemBean,71,USD,,,,,1866_01,1866_Viewer,0,1,1,0
