CatalogEntryUpdate
PartNumber,Type,ParentGroupIdentifier,CurrencyCode,ListPrice,Name,ShortDescription,LongDescription,Thumbnail,FullImage,Buyable,Published,Available,Delete
DGG42,ItemBean,DC,USD,9.99,BRB CR CR DL NRSE AA,,,DGG42_01,DGG42_Viewer,1,1,1,0
DGG70,ItemBean,FP_MarketingProducts,USD,,Laugh & Learn™ Storybook Rhymes - Pink,"6 sing-along nursery rhymes sung by one of baby’s favorite Laugh & Learn® characters, Sis!","It’s rhyme time! Nursery rhymes are music to little ones’ ears because the rhythm & repetition make them easy to remember. Turning the pages of this storybook introduces tots to favorites like “Pat-a-Cake” and “Row, Row, Row Your Boat” led by Sis. Or baby can press any of the 3 light-up buttons to discover letters, numbers, colors, fun surprises and more on each page. And when you gotta book, grab the top handle to keep baby entertained on the go-go-go!<BR><BR>•  6 sing-along nursery rhymes! -Itsy Bitsy Spider-Row, Row, Row Your Boat-One, Two, Buckle My Shoe-Animal Fair-Pat-a-Cake-Hickory Dickory Dock <BR>•  Features familiar favorite Laugh & Learn® character, Sis <BR>•  3 light-up buttons teach counting, first words, letters, colors, shapes and more! <BR>•  Easy-to-turn pages help boost fine motor skills <BR>•  Top handle makes it easy to take on the go-go-go!<BR><BR>This product is sold exclusively at Toys R Us.<BR><BR>",DGG70_Viewer,,0,1,1,0
DGH71,ItemBean,02,USD,14.95,SAM DVD REVISED,,,DGH71_samantha_holiday_dvd_1,DGH71_Viewer,1,1,1,0
DGH73,ItemBean,34,USD,15.99,SOOTHE N GLOW SEAHORSE OB,,,DGH73_Viewer,DGH73_Viewer,1,1,1,0
DGH78,ItemBean,34,USD,15.99,SOOTHE N GLOW SEAHORSE OB,,,DGH78_Viewer,DGH78_Viewer,1,1,1,0
DGJ18,ItemBean,FP_MarketingProducts,USD,,Dora and Friends™ Summer Adventure Dora,,Get ready for summertime adventures with Dora!<BR><BR>Explore <I>el verano</I> with Dora! She’s dressed for a sunny adventure in a blue-and-white striped dress and pretty summertime sandals.<BR><BR><B>Features</B><BR>• Stands approximately 8’’ tall and features poseable arms and legs.<BR>• Features soft hair little girls will love to brush and style.<BR><BR>,DGJ18_Viewer,,0,1,1,0
DGJ19,ItemBean,FP_MarketingProducts,USD,8,Dora and Friends™ Gymnast Dora,,Join Dora for a gymnastics adventure!<BR><BR>Dora is ready to wow the crowd with her big gymnastics routine! Fisher-Price&#174; Dora and Friends™ Gymnast Dora comes with a pink leotard and a medal she can wear.<BR><BR><B>Features</B><BR>• Stands approximately 8’’ tall and features poseable arms and legs<BR>• Includes a gymnastics medal<BR><BR>,DGJ19_Viewer,,1,1,1,0
DGJ30,ItemBean,52,USD,25,DAF SPARKLE SPIN BAL DORA,,,DGJ30_Viewer,DGJ30_Viewer,1,1,1,0
DGJ33,ItemBean,52,USD,20,DAF BALLET DORA STYL HEAD,,,DGJ33_Viewer,DGJ33_Viewer,1,1,1,0
DGJ34,ItemBean,52,USD,25,DAF GYMNAST ADV DORA,,,DGJ34_Viewer,DGJ34_Viewer,1,1,1,0
DGJ42,ItemBean,FP_MarketingProducts,USD,,Dora and Friends™ Summer Sports Adventure,,"Celebrate summer sports with Dora and Friends™!<BR><BR>Dora and her friends are ready for all sorts of summer sports! Each of these 3’’ figures is dressed and ready for their event—tennis, gymnastics, swimming, soccer and volleyball!<BR><BR><B>Features</B><BR>• Special figure pack celebrating summer sports!<BR>• Includes Dora, Alana, Emma, Naiya and Kate<BR><BR>",DGJ42_Viewer,,0,1,1,0
DGJ48,ItemBean,FP_MarketingProducts,USD,,Dora and Friends™ Color Surprise Bath Time Dora,,Make bath time a color adventure with Dora!<BR><BR>This beautiful bath time Dora doll features a pretty ponytail with a fun color-change surprise! Use warm water to magically change the highlight in Dora’s hair from purple to pink! ¡Fantástico!<BR><BR><B>Features</B><BR>• 8’’ Dora doll features a color-change hair highlight!<BR>• Warm water magically changes Dora’s ponytail highlight from purple to pink!<BR><BR>,DGJ48_Viewer,,0,1,1,0
DGJ67,ItemBean,62,USD,9,TNP GLOW RACERS THOMAS,,,DGJ67_Viewer,DGJ67_Viewer,1,1,1,0
DGJ68,ItemBean,62,USD,9,TNP GLOW RACERS PERCY,,,DGJ68_Viewer,DGJ68_Viewer,1,1,1,0
DGJ69,ItemBean,62,USD,9,TAKE-N-PLAY GLOW RACERS ROSIE,,,DGJ69_Viewer,DGJ69_Viewer,1,1,1,0
DGJ70,ItemBean,62,USD,9,SODOR SPILLS AND THRILLS,,,DGJ70_Viewer,DGJ70_Viewer,1,1,1,0
DGK17,ItemBean,65,USD,25,OCTO GUP-T VEHICLE,,,DGK17_Viewer,DGK17_Viewer,1,1,1,0
DGK18,ItemBean,FP_MarketingProducts,USD,,Octonauts™ Gup-X & Dashi,,"Get ready for rescues with Dashi and the slime-shooting Gup-X!<BR><BR>It’s slime time! The tough Gup-X always gets Octonauts where they need to go–even if that means getting out of some pretty sticky situations! Dashi can activate the sea slime shooter to dispense the slime dart or deploy the Octo-Ski for short, scouting missions and sneaking through small spaces! Perfect for both land and bath missions, this slime-shooting Gup-X makes a great addition to your Gup fleet! Includes the Gup-X, Dashi, slime dart and a coconut crab to rescue!<BR><BR><B>Features</B><BR>• No mission is impossible when you have the Gup-X!<BR>• Features a sea slime shooter that launches a slime dart!<BR>• Press the button to launch the Octo-Ski! It’s the perfect vehicle to reach and rescue the coconut crab!<BR>• The Gup-X comes with Dashi, a slime dart and a coconut crab figure<BR><BR>",DGK18_Viewer,,0,1,1,0
DGK32,ItemBean,FP_MarketingProducts,USD,,Blaze and the Monster Machines™ Gus,,"Collectible die-cast <I>Blaze and the Monster Machines</I>™ vehicle featuring one of your friends from the TV show.<BR><BR>Here’s Gus, one of your friends from <I>Blaze and the Monster Machines</I>™! This collectible die-cast monster truck features big wheels and an even bigger personality! This freewheeling vehicle rolls into fast-paced action – he’s perfect for recreating the races and spectacular stunts as seen on <I>Blaze and the Monster Machines</I>™! Collect all your friends from Axle City - each sold separately and subject to availability.<BR><BR><B>Features</B><BR>• Die-cast <I>Blaze and the Monster Machines</I>™ vehicle<BR>• Collect your friends from Axle City<BR>• Each sold separately and subject to availability<BR><BR>",DGK32_Viewer,,0,1,1,0
DGK38,ItemBean,FP_MarketingProducts,USD,,Blaze and the Monster Machines™ Joe,,"Collectible die-cast <I>Blaze and the Monster Machines</I>™ vehicle featuring one of your friends from the TV show.<BR><BR>Here’s Joe, one of your friends from <I>Blaze and the Monster Machines</I>™! This collectible die-cast monster truck features big wheels and an even bigger personality! This freewheeling vehicle rolls into fast-paced action – he’s perfect for recreating the races and spectacular stunts as seen on <I>Blaze and the Monster Machines</I>™! Collect all your friends from Axle City - each sold separately and subject to availability.<BR><BR><B>Features</B><BR>• Die-cast <I>Blaze and the Monster Machines</I>™ vehicle<BR>• Collect your friends from Axle City<BR>• Each sold separately and subject to availability<BR><BR>",DGK38_Viewer,,0,1,1,0
DGK42,ItemBean,FP_MarketingProducts,USD,,Blaze and the Monster Machines™ Grizzly Bear,,"Collectible die-cast <I>Blaze and the Monster Machines</I>™ vehicle featuring one of your friends from the TV show.<BR><BR>Here’s Grizzly Bear, one of your friends from <I>Blaze and the Monster Machines</I>™! This collectible die-cast monster truck features big wheels and an even bigger personality! This freewheeling vehicle rolls into fast-paced action – he’s perfect for recreating the races and spectacular stunts as seen on <I>Blaze and the Monster Machines</I>™! Collect all your friends from Axle City - each sold separately and subject to availability.<BR><BR><B>Features</B><BR>• Die-cast <I>Blaze and the Monster Machines</I>™ vehicle<BR>• Collect your friends from Axle City<BR>• Each sold separately and subject to availability<BR><BR>",DGK42_Viewer,,0,1,1,0
DGK44,ItemBean,FP_MarketingProducts,USD,,Blaze and the Monster Machines™ Camouflage Blaze,,"Collectible die-cast <I>Blaze and the Monster Machines</I>™ vehicle featuring one of your friends from the TV show.<BR><BR>Blaze is ready to go on a wild mission, as he speeds through the forest in his cool camouflage colors. Camouflage Blaze features big wheels and an even bigger personality! This freewheeling vehicle rolls into fast-paced action – he’s perfect for recreating the races and spectacular stunts as seen on <I>Blaze and the Monster Machines</I>™! Collect all your friends from Axle City - each sold separately and subject to availability.<BR><BR><B>Features</B><BR>• Die-cast <I>Blaze and the Monster Machines</I>™ vehicle<BR>• Collect your friends from Axle City<BR>• Each sold separately and subject to availability<BR><BR>",DGK44_Viewer,,0,1,1,0
DGK45,ItemBean,FP_MarketingProducts,USD,,Blaze and the Monster Machines™ Debris,,"Collectible die-cast <I>Blaze and the Monster Machines</I>™ vehicle featuring one of your friends from the TV show.<BR><BR>Here’s Debris, another tire-rrific friend from <I>Blaze and the Monster Machines</I>™! This collectible die-cast monster truck features big wheels and an even bigger personality! This freewheeling vehicle rolls into fast-paced action – he’s perfect for recreating the races and spectacular stunts as seen on <I>Blaze and the Monster Machines</I>™! Collect all your friends from Axle City - each sold separately and subject to availability.<BR><BR><B>Features</B><BR>• Die-cast <I>Blaze and the Monster Machines</I>™ vehicle<BR>• Collect your friends from Axle City<BR>• Each sold separately and subject to availability<BR><BR>",DGK45_Viewer,,0,1,1,0
DGK47,ItemBean,FP_MarketingProducts,USD,,Blaze and the Monster Machines™ Panda Bear,,"Collectible die-cast <I>Blaze and the Monster Machines</I>™ vehicle featuring one of your friends from the TV show.<BR><BR>Here’s Panda Bear, another awesome animal monster truck from <I>Blaze and the Monster Machines</I>™! This collectible die-cast monster truck features big wheels and an even bigger personality! This freewheeling vehicle rolls into fast-paced action – he’s perfect for recreating the races and spectacular stunts as seen on <I>Blaze and the Monster Machines</I>™! Collect all your friends from Axle City - each sold separately and subject to availability.<BR><BR><B>Features</B><BR>• Die-cast <I>Blaze and the Monster Machines</I>™ vehicle<BR>• Collect your friends from Axle City<BR>• Each sold separately and subject to availability<BR><BR>",DGK47_Viewer,,0,1,1,0
DGK49,ItemBean,FP_MarketingProducts,USD,,Blaze and the Monster Machines™ Firefighting Blaze,,"Fire truck Blaze with pivoting spring-loaded water cannon and flaming flip-down targets!<BR><BR>Blaze is ready to join all of his big-wheeled buddies on a new high-octane adventure! This time there's a fire, so Blaze has transformed into a water-blasting rescue vehicle, just like he does on the show. Aim and fire Blaze's spring-loaded water cannon to shoot water projectiles at the flaming flip-down targets. This small-scale fire truck Blaze with pivoting water cannon and spring-loaded launcher includes everything you need to recreate an exciting new adventure of <I>Blaze and the Monster Machines</I>™!<BR><BR><B>Features</B><BR>• Fire truck Blaze<BR>• Pivoting water cannon launches projectiles<BR>• Flip down flame targets<BR>• When kids aim Blaze’s water cannon to knock down the targets, they’ll explore trajectory!<BR><BR>",DGK49_Viewer,,0,1,1,0
DGK55,ItemBean,53,USD,20,BLZ FLAMING STUNTS BLAZE,,,DGK55_Viewer,DGK55_Viewer,1,1,1,0
DGK57,ItemBean,FP_MarketingProducts,USD,,Blaze and the Monster Machines™ Zeg Pit Area,,"Smash and bash vehicle playset with a pivoting launcher that sends Zeg crashing through three different smash-up targets!<BR><BR>Zeg is ready to smash, crash, and knock over his targets in this new action-filled playset from <I>Blaze and the Monster Machines</I>™. Slam and launch Zeg in one of three directions: smash through a wall, knock over a crossbones target, and topple a tree to reveal hidden fossils! Set Zeg in the pivoting launcher and point it to one of the three target areas of impact. Slam down on the launcher and send Zeg flying into the air. Each target gets knocked over as Zeg comes crashing through! Slam & Crash Zeg can be played with alone or can connect to the Monster Dome Playset (sold separately and subject to availability), and includes an additional curved track piece for more fun and layout possibilities. Expand the world of Axle City with this fun new Slam & Crash Zeg playset.<BR><BR><B>Features</B><BR>• Smashing & bashing action<BR>• Slam & launch Zeg 3 ways<BR>• Aim Zeg at 3 different targets<BR>• Connects to other track sets (sold separately and subject to availability)<BR>• Zeg’s big smashing and bashing action helps kids explore mass!<BR><BR>",DGK57_Viewer,,0,1,1,0
DGK58,ItemBean,53,USD,25,BLZ TRANSFRMNG FIRE TRUCK,,,DGK58_Viewer,DGK58_Viewer,1,1,1,0
DGK60,ItemBean,BY,USD,14,TRANSFORMING BLAZE JET,,,DGK60_Viewer,DGK60_Viewer,1,1,1,0
DGK61,ItemBean,53,USD,13,BLZ MONSTER MORPHER CRUSH,,,DGK61_Viewer,DGK61_Viewer,1,1,1,0
DGK62,ItemBean,53,USD,13,BLZ MONSTER MORPHER STRPS,,,DGK62_Viewer,DGK62_Viewer,1,1,1,0
DGK63,ItemBean,53,USD,10,BLZ SONIC SPEEDBOAT BLAZE,,,DGK63_Viewer,DGK63_Viewer,1,1,1,0
DGK64,ItemBean,53,USD,15,BLZ BLAZE AJ WATER RIDER,,,DGK64_Viewer,DGK64_Viewer,1,1,1,0
DGK77,ItemBean,28,USD,225,T&F DUSTIN COMES IN FIRST,,,DGK77_Viewer,DGK77_Viewer,1,1,1,0
DGK78,ItemBean,28,USD,30,DUSTIN ACCESSORY PACK,,,DGK78_Viewer,DGK78_Viewer,1,1,1,0
DGK85,ItemBean,53,USD,25,BLZ FLAMING VOLCANO JUMP,,,DGK85_Viewer,DGK85_Viewer,1,1,1,0
DGK89,ItemBean,62,USD,25,TAKE-N-PLAY JUNGLE QUEST,,,DGK89_Viewer,DGK89_Viewer,1,1,1,0
DGK96,ItemBean,62,USD,25,TNP TIDMOUTH SHED ADV HUB,,,DGK96_Viewer,DGK96_Viewer,1,1,1,0
DGL00,ItemBean,62,USD,6.99,MF PULLBACK PUFFER THOMAS,,"Thomas & Friends™ Pullback Toy Train for Toddlers with Puffing Steam Cloud<BR><BR>It’s time to race full steam ahead with Pullback Puffers from Fisher-Price! Pull Thomas back and watch his steam cloud puff up and down while he speeds along. Children will experience fun-filled, beneficial play as they use fine motor skills to grasp the toy and pull it back. Pullback Puffers can also help inspire imaginations as toddlers create their own adventures for their favorite characters. Get ready for a rolling, steam-puffing journey with this adorable collection of Thomas & Friends™ engines!<BR><BR><B>Features</B><BR>• Pull Thomas back, then release him to watch him race along<BR>• As he rolls, his steam cloud moves up and down<BR>• Perfect introduction to Thomas & Friends™, or great addition to your child’s collection of toy trains<BR>• Collect your favorite Thomas & Friends™ characters as Pullback Puffers (sold separately and subject to availability)<BR><BR>",DGL00_Viewer,,1,1,1,0
DGL01,ItemBean,62,USD,6.99,MF PULLBACK PUFFER JAMES,,"Thomas & Friends™ Pullback Toy Train for Toddlers with Puffing Steam Cloud<BR><BR>It’s time to race full steam ahead with Pullback Puffers from Fisher-Price! Pull James back and watch his steam cloud puff up and down while he speeds along. Children will experience fun-filled, beneficial play as they use fine motor skills to grasp the toy and pull it back. Pullback Puffers can also help inspire imaginations as toddlers create their own adventures for their favorite characters. Get ready for a rolling, steam-puffing journey with this adorable collection of Thomas & Friends™ engines!<BR><BR><B>Features</B><BR>• Pull James back, then release him to watch him race along<BR>• As he rolls, his steam cloud moves up and down<BR>• Perfect introduction to Thomas & Friends™, or great addition to your child’s collection of toy trains<BR>• Collect your favorite Thomas & Friends™ characters as Pullback Puffers (sold separately and subject to availability)<BR><BR>",DGL01_Viewer,,1,1,1,0
DGL02,ItemBean,62,USD,6.99,MF PULLBACK PUFFER PERCY,,"Thomas & Friends™ Pullback Toy Train for Toddlers with Puffing Steam Cloud<BR><BR>It’s time to race full steam ahead with Pullback Puffers from Fisher-Price! Pull Percy back and watch his steam cloud puff up and down while he speeds along. Children will experience fun-filled, beneficial play as they use fine motor skills to grasp the toy and pull it back. Pullback Puffers can also help inspire imaginations as toddlers create their own adventures for their favorite characters. Get ready for a rolling, steam-puffing journey with this adorable collection of Thomas & Friends™ engines!<BR><BR><B>Features</B><BR>• Pull Percy back, then release him to watch him race along<BR>• As he rolls, his steam cloud moves up and down<BR>• Perfect introduction to Thomas & Friends™, or great addition to your child’s collection of toy trains<BR>• Collect your favorite Thomas & Friends™ characters as Pullback Puffers (sold separately and subject to availability)<BR><BR>",DGL02_Viewer,,1,1,1,0
DGL03,ItemBean,62,USD,19.99,MF BUBBLE DELIVERY THOMAS,,,DGL03_Viewer,DGL03_Viewer,1,1,1,0
DGL04,ItemBean,62,USD,15,TRACK PROJECTOR THOMAS,,,DGL04_Viewer,DGL04_Viewer,1,1,1,0
DGL05,ItemBean,62,USD,13,MF THOMAS BATH CRAYONS,,,DGL05_Viewer,DGL05_Viewer,1,1,1,0
DGL07,ItemBean,FP_MarketingProducts,USD,,My First Thomas & Friends™ Thomas Rail Rumbler,,"Thomas & Friends™ Soft Vibrating Plush Toys for Toddlers<BR><BR>Get ready for rolling, rumbling railway adventures with Rail Rumblers from<BR> Fisher-Price! Children will love playing with these uniquely soft and squeezable versions of their favorite Thomas & Friends™ characters. Just pull their steam clouds and watch these adorable engines rumble and shake. With engines numbered one through six in a variety of different colors, Rail Rumblers can put little engineers on track to recognizing colors and numbers. The colors, textures, and unique movements also deliver an engaging sensory experience that will keep children giddy and giggling as they watch their favorite Thomas & Friends™ characters rumble along!<BR><BR><B>Features</B><BR>• Round, soft plush versions of your favorite Thomas & Friends™ characters<BR>• Pull their steam clouds for rumbling action<BR>• Collect your favorite Thomas & Friends™ characters designed with their engine color and number (sold separately and subject to availability)<BR><BR>",DGL07_Viewer,,0,1,1,0
DGL08,ItemBean,FP_MarketingProducts,USD,,My First Thomas & Friends™ Edward Rail Rumbler,,"Thomas & Friends™ Soft Vibrating Plush Toys for Toddlers<BR><BR>Get ready for rolling, rumbling railway adventures with Rail Rumblers from Fisher-Price! Children will love playing with these uniquely soft and squeezable versions of their favorite Thomas & Friends™ characters. Just pull their steam clouds and watch these adorable engines rumble and shake. With engines numbered one through six in a variety of different colors, Rail Rumblers can put little engineers on track to recognizing colors and numbers. The colors, textures, and unique movements also deliver an engaging sensory experience that will keep children giddy and giggling as they watch their favorite Thomas & Friends™ characters rumble along!<BR><BR><B>Features</B><BR>• Round, soft plush versions of your favorite Thomas & Friends™ characters<BR>• Pull their steam clouds for rumbling action<BR>• Collect your favorite Thomas & Friends™ characters designed with their engine color and number (sold separately and subject to availability)<BR><BR>",DGL08_Viewer,,0,1,1,0
DGL09,ItemBean,FP_MarketingProducts,USD,,My First Thomas & Friends™ Henry Rail Rumbler,,"Thomas & Friends™ Soft Vibrating Plush Toys for Toddlers<BR><BR>Get ready for rolling, rumbling railway adventures with Rail Rumblers from Fisher-Price! Children will love playing with these uniquely soft and squeezable versions of their favorite Thomas & Friends™ characters. Just pull their steam clouds and watch these adorable engines rumble and shake. With engines numbered one through six in a variety of different colors, Rail Rumblers can put little engineers on track to recognizing colors and numbers. The colors, textures, and unique movements also deliver an engaging sensory experience that will keep children giddy and giggling as they watch their favorite Thomas & Friends™ characters rumble along!<BR><BR><B>Features</B><BR>• Round, soft plush versions of your favorite Thomas & Friends™ characters<BR>• Pull their steam clouds for rumbling action<BR>• Collect your favorite Thomas & Friends™ characters designed with their engine color and number (sold separately and subject to availability)<BR><BR>",DGL09_Viewer,,0,1,1,0
DGL10,ItemBean,FP_MarketingProducts,USD,,My First Thomas & Friends™ Gordon Rail Rumbler,,"Thomas & Friends™ Soft Vibrating Plush Toys for Toddlers<BR><BR>Get ready for rolling, rumbling railway adventures with Rail Rumblers from Fisher-Price! Children will love playing with these uniquely soft and squeezable versions of their favorite Thomas & Friends™ characters. Just pull their steam clouds and watch these adorable engines rumble and shake. With engines numbered one through six in a variety of different colors, Rail Rumblers can put little engineers on track to recognizing colors and numbers. The colors, textures, and unique movements also deliver an engaging sensory experience that will keep children giddy and giggling as they watch their favorite Thomas & Friends™ characters rumble along!<BR><BR><B>Features</B><BR>• Round, soft plush versions of your favorite Thomas & Friends™ characters<BR>• Pull their steam clouds for rumbling action<BR>• Collect your favorite Thomas & Friends™ characters designed with their engine color and number (sold separately and subject to availability)<BR><BR>",DGL10_Viewer,,0,1,1,0
DGL11,ItemBean,FP_MarketingProducts,USD,,My First Thomas & Friends™ James Rail Rumbler,,"Thomas & Friends™ Soft Vibrating Plush Toys for Toddlers<BR><BR>Get ready for rolling, rumbling railway adventures with Rail Rumblers from Fisher-Price! Children will love playing with these uniquely soft and squeezable versions of their favorite Thomas & Friends™ characters. Just pull their steam clouds and watch these adorable engines rumble and shake. With engines numbered one through six in a variety of different colors, Rail Rumblers can put little engineers on track to recognizing colors and numbers. The colors, textures, and unique movements also deliver an engaging sensory experience that will keep children giddy and giggling as they watch their favorite Thomas & Friends™ characters rumble along!<BR><BR><B>Features</B><BR>• Round, soft plush versions of your favorite Thomas & Friends™ characters<BR>• Pull their steam clouds for rumbling action<BR>• Collect your favorite Thomas & Friends™ characters designed with their engine color and number (sold separately and subject to availability)<BR><BR>",DGL11_Viewer,,0,1,1,0
DGL12,ItemBean,FP_MarketingProducts,USD,,My First Thomas & Friends™ Percy Rail Rumbler,,"Thomas & Friends™ Soft Vibrating Plush Toys for Toddlers<BR><BR>Get ready for rolling, rumbling railway adventures with Rail Rumblers from<BR> Fisher-Price! Children will love playing with these uniquely soft and squeezable versions of their favorite Thomas & Friends™ characters. Just pull their steam clouds and watch these adorable engines rumble and shake. With engines numbered one through six in a variety of different colors, Rail Rumblers can put little engineers on track to recognizing colors and numbers. The colors, textures, and unique movements also deliver an engaging sensory experience that will keep children giddy and giggling as they watch their favorite Thomas & Friends™ characters rumble along!<BR><BR><B>Features</B><BR>• Round, soft plush versions of your favorite Thomas & Friends™ characters<BR>• Pull their steam clouds for rumbling action<BR>• Collect your favorite Thomas & Friends™ characters designed with their engine color and number (sold separately and subject to availability)<BR><BR>",DGL12_Viewer,,0,1,1,0
DGL15,ItemBean,62,USD,19.99,ROLLING MELODIES THOMAS,,,DGL15_Viewer,DGL15_Viewer,1,1,1,0
DGL17,ItemBean,62,USD,10,MF FLOAT AND GO THOMAS,,,DGL17_Viewer,DGL17_Viewer,1,1,1,0
DGL19,ItemBean,62,USD,45,STEAM RATTLE & ROLL,,,DGL19_Viewer,DGL19_Viewer,1,1,1,0
DGL23,ItemBean,50,USD,120,PAW PATROL FIRE TRUCK,,,DGL23_Viewer,DGL23_Viewer,1,1,1,0
DGL25,ItemBean,FP_MarketingProducts,USD,,Blaze and the Monster Machines™ Blaze,,"Soft plastic Blaze bathtub character figure that squirts water!<BR><BR>Now you can take one of your <I>Blaze and the Monster Machines</I>™ monster truck friends into the bathtub! Squeeze this soft plastic Blaze figure under the water and then squeeze the character again to squirt water out! Part of an assortment of three soft bathtub figures that includes Bath Squirter Blaze, Bath Squirter Zeg, and Bath Squirter Stripes. Each sold separately and subject to availability.<BR><BR><B>Features</B><BR>• Part of an assortment of 3 bath squirters: Blaze, Zeg, and Stripes<BR>• Each sold separately and subject to availability<BR><BR>",DGL25_Viewer,,0,1,1,0
DGL26,ItemBean,FP_MarketingProducts,USD,,Blaze and the Monster Machines™ Zeg,,"Soft plastic Zeg bathtub character figure that squirts water!<BR><BR>Now you can take one of your <I>Blaze and the Monster Machines</I>™ monster truck friends into the bathtub! Squeeze this soft plastic Zeg figure under the water and then squeeze the character again to squirt water out! Part of an assortment of three soft bathtub figures that includes Bath Squirter Blaze, Bath Squirter Zeg, and Bath Squirter Stripes. Each sold separately and subject to availability.<BR><BR><B>Features</B><BR>• Part of an assortment of 3 bath squirters: Blaze, Zeg, and Stripes<BR>• Each sold separately and subject to availability<BR><BR>",DGL26_Viewer,,0,1,1,0
DGL27,ItemBean,FP_MarketingProducts,USD,,Blaze and the Monster Machines™ Stripes,,"Soft plastic Stripes bathtub character figure that squirts water!<BR><BR>Now you can take one of your <I>Blaze and the Monster Machines</I>™ monster truck friends into the bathtub! Squeeze this soft plastic Stripes figure under the water to draw the water in, and then squeeze Stripes again to squirt the water out! Part of an assortment of three soft bathtub figures that includes Bath Squirter Blaze, Bath Squirter Zeg, and Bath Squirter Stripes. Each sold separately and subject to availability.<BR><BR><B>Features</B><BR>• Part of an assortment of 3 bath squirters: Blaze, Zeg, and Stripes<BR>• Each sold separately and subject to availability<BR><BR>",DGL27_Viewer,,0,1,1,0
DGL33,ItemBean,FP_MarketingProducts,USD,,Blaze and the Monster Machines™ Mud Racers,,"3-pack of uniquely styled <I>Blaze and the Monster Machines</I>™ vehicles sold exclusively at Target.<BR><BR>Rev up Blaze and his friends for some messy monster truck excitement! This special 3-pack of Blaze and the Monster Machines™ vehicles features three Monster Machine vehicles with an entirely unique styling, this time featuring the muddier side of monster truck racing. Blaze and his buddies are covered in mud from a full day of racing and fun. Now you can collect all 3 specially designed trucks all at once with this collector 3-pack, sold exclusively at Target.<BR><BR><B>Features</B><BR>• 3-pack of uniquely styled Blaze vehicles<BR>• Features 3 vehicles covered in mud<BR>• Sold exclusively at Target.<BR><BR>",DGL33_Viewer,,0,1,1,0
DGL34,ItemBean,FP_MarketingProducts,USD,,Blaze and the Monster Machines™ Neon Racers,,"3-pack of uniquely styled <I>Blaze and the Monster Machines</I>™ vehicles sold exclusively at Target.<BR><BR> Rev up Blaze and his friends for some sizzling hot excitement! This special 3-pack of <I>Blaze and the Monster Machines</I>™ vehicles features three Monster Machine vehicles with an entirely unique styling, this time featuring the sleeker side of monster truck racing. Blaze and his buddies are decorated in black with glossy trim for some far-out racing fun. Now you can collect all 3 specially designed trucks all at once with this collector 3-pack, sold exclusively at Target.<BR><BR><B>Features</B><BR>• 3-pack of newly decorated Blaze vehicles<BR>• Features 3 vehicles decorated in sleek colors<BR>• Sold exclusively at Target.<BR><BR>",DGL34_Viewer,,0,1,1,0
DGL37,ItemBean,HW,USD,5.99,HW MJ EL TORO LOCO BLACK,,,DGL37_Viewer,DGL37_Viewer,1,1,1,0
DGL73,ItemBean,69,USD,31,SHIMMER & SHINE FLOAT & SING PALACE,,,DGL73_Viewer,DGL73_Viewer,1,1,1,0
DGL80,ItemBean,69,USD,21,SHIMMER & SHINE MAGIC DRESS SHIMMER,,,DGL80_Viewer,DGL80_Viewer,1,1,1,0
DGL81,ItemBean,69,USD,21,SHIMMER & SHINE MAGIC DRESS SHINE,,,DGL81_Viewer,DGL81_Viewer,1,1,1,0
DGL84,ItemBean,69,USD,31,SHIMMER & SHINE MAGIC DRESS SHIMMER,,,DGL84_Viewer,DGL84_Viewer,1,1,1,0
DGM06,ItemBean,69,USD,21,SHIMMER & SHINE TALK & SING SHIMMER,,,DGM06_Viewer,DGM06_Viewer,1,1,1,0
DGM07,ItemBean,69,USD,21,SHIMMER & SHINE TALK & SING SHINE,,,DGM07_Viewer,DGM07_Viewer,1,1,1,0
DGM09,ItemBean,69,USD,14,SHIMMER & SHINE MAGICAL GENIE WISH PENDANT,,,DGM09_Viewer,DGM09_Viewer,1,1,1,0
DGM26,ItemBean,FP_MarketingProducts,USD,,Disney Princess Rapunzel's Tower by Little People®,"Recreate the Rapunzel fairy tale with this magical tower playset, featuring climbing basket with trap door, “hair” elevator and rocking boat.","Rapunzel has let her hair down (literally)! Now it’s up to little Disney Princess fans to decide the rest of the story. Will they let Flynn Rider “climb” Rapunzel’s locks to rescue her from the tower to live happily ever after? Or will they press the basket to send him flying through the trap door before he can reach his princess? (Don’t worry, he’s okay – just open the front door of the tower playset to retrieve him for the next hair-raising adventure!) To help Rapunzel & Flynn make a fast getaway, put them in the boat and rock it back & forth to “row” away. Little ones can use their greatest magical power – imagination – to reenact the classic fairy tale or restyle the story their way.<BR><BR>•  Going up! “Hair” basket moves up & down to “climb” tower<BR>•  Look out below! Press basket to open the trap door & send figure tumbling down<BR>•  Open the front door to see who fell through the trap door<BR>•  It’s okay to rock the boat – just tip it back & forth for peek-a-boo fun!<BR>•  Includes Rapunzel’s Tower playset and Rapunzel & Flynn Rider figures<BR>•  Little People® figures are sized just right for kid-sized hands<BR><BR>",DGM26_Viewer,,0,1,1,0
