CatalogEntry
PartNumber,Type,ParentGroupIdentifier,CurrencyCode,ListPrice,Name,ShortDescription,LongDescription,Thumbnail,FullImage,Buyable,Published,Delete
C9717,ItemBean,06,USD,4,,,,,,,1,0
C9719,ItemBean,06,USD,10,,,,,,,1,0
C9723,ItemBean,06,USD,8,,,,,,,1,0
C9725,ItemBean,06,USD,6,,,,,,,1,0
C9735,ItemBean,06,USD,5,,,,,,,1,0
C9745,ItemBean,06,USD,8,,,,,,,1,0
C9750,ItemBean,06,USD,18,,,,,,,1,0
C9752,ItemBean,06,USD,20,,,,,,,1,0
C9756,ItemBean,06,USD,7,,,,,,,1,0
C9762,ItemBean,06,USD,6,,,,,,,1,0
C9764,ItemBean,06,USD,4,,,,,,,1,0
C9774,ItemBean,06,USD,10,,,,,,,1,0
C9782,ItemBean,06,USD,8,,,,,,,1,0
C9786,ItemBean,06,USD,8,,,,,,,1,0
C9788,ItemBean,06,USD,8,,,,,,,1,0
C9792,ItemBean,06,USD,12,,,,,,,1,0
C9797,ItemBean,06,USD,14,,,,,,,1,0
C9801,ItemBean,06,USD,16,,,,,,,1,0
C9809,ItemBean,06,USD,6,,,,,,,1,0
C9815,ItemBean,06,USD,8,,,,,,,1,0
C9821,ItemBean,06,USD,10,,,,,,,1,0
C9825,ItemBean,06,USD,7,,,,,,,1,0
C9833,ItemBean,06,USD,10,,,,,,,1,0
C9845,ItemBean,06,USD,7,,,,,,,1,0
C9849,ItemBean,06,USD,6,,,,,,,1,0
C9859,ItemBean,06,USD,4,,,,,,,1,0
C9860,ItemBean,06,USD,12,,,,,,,1,0
C9862,ItemBean,06,USD,10,,,,,,,1,0
C9882,ItemBean,06,USD,12,,,,,,,1,0
C9892,ItemBean,06,USD,18,,,,,,,1,0
C9911,ItemBean,06,USD,7,,,,,,,1,0
C9915,ItemBean,06,USD,18,,,,,,,1,0
C9919,ItemBean,06,USD,16,,,,,,,1,0
C9925,ItemBean,06,USD,14,,,,,,,1,0
C9935,ItemBean,06,USD,20,,,,,,,1,0
CARDOLLHOSP,ItemBean,00,USD,0,,,,,,,1,0
CBB29,ItemBean,71,USD,,,,,,,,1,0
CBB31,ItemBean,71,USD,,,,,,,,1,0
CBC58,ItemBean,FP_Products,USD,280,,,,,,,1,0
CBC64,ItemBean,59,USD,15,,,,,,,1,0
CBC65,ItemBean,59,USD,14,,,,,,,1,0
CBC66,ItemBean,59,USD,14,,,,,,,1,0
CBC67,ItemBean,59,USD,14,,,,,,,1,0
CBD22,ProductBean,unassigned,USD,64,,,,,,,1,0
CBD22.PRI.S,ItemBean,unassigned,USD,64,,,,,,,1,0
CBD23,ItemBean,71,USD,7,,,,,,,1,0
CBD24,ItemBean,71,USD,7,,,,,,,1,0
CBD30,ItemBean,ShopMattel_Products,USD,13,,,,,,,1,0
CBD87,ItemBean,ShopMattel_Products,USD,30,,,,,,,1,0
CBD93,ItemBean,ShopMattel_Products,USD,16,,,,,,,1,0
CBF18,ItemBean,ShopMattel_Products,USD,15,,,,,,,1,0
CBF24,ItemBean,71,USD,,,,,,,,1,0
CBF28,ItemBean,71,USD,,,,,,,,1,0
CBF30,ItemBean,71,USD,,,,,,,,1,0
CBF32,ItemBean,ShopMattel_Products,USD,5,,,,,,,1,0
CBF64,ItemBean,50,USD,305,,,,,,,1,0
CBG63,ItemBean,ShopMattel_Products,USD,240,,,,,,,1,0
CBG65,ItemBean,50,USD,315,,,,,,,1,0
CBG71,ItemBean,50,USD,100,,,,,,,1,0
CBH48,ItemBean,50,USD,152.5,,,,,,,1,0
CBH49,ItemBean,50,USD,152.5,,,,,,,1,0
CBH57,ItemBean,50,USD,167.5,,,,,,,1,0
CBH60,ItemBean,50,USD,152.5,,,,,,,1,0
CBJ05,ItemBean,46,USD,15,,,,,,,1,0
CBJ32,ItemBean,FP_Products,USD,13,,,,,,,1,0
CBJ33,ItemBean,FP_Products,USD,10,,,,,,,1,0
CBJ34,ItemBean,FP_Products,USD,10,,,,,,,1,0
CBJ35,ItemBean,ShopMattel_Products,USD,30,,,,,,,1,0
CBJ37,ItemBean,50,USD,335,,,,,,,1,0
CBJ38,ItemBean,50,USD,335,,,,,,,1,0
CBJ45,ItemBean,ShopMattel_Products,USD,22,,,,,,,1,0
CBJ83,ItemBean,ShopMattel_Products,USD,45,,,,,,,1,0
CBK60,ItemBean,ShopMattel_Products,USD,5,,,,,,,1,0
CBK80,ItemBean,ShopMattel_Products,USD,9,,,,,,,1,0
CBK81,ItemBean,ShopMattel_Products,USD,180,,,,,,,1,0
CBK82,ItemBean,ShopMattel_Products,USD,20,,,,,,,1,0
CBKF66,ItemBean,02,USD,134,,,,,,,1,0
CBKJ07,ItemBean,02,USD,134,,,,,,,1,0
CBKJ09,ItemBean,02,USD,134,,,,,,,1,0
CBKJ11,ItemBean,02,USD,134,,,,,,,1,0
CBKJ13,ItemBean,02,USD,134,,,,,,,1,0
CBKJ15,ItemBean,02,USD,134,,,,,,,1,0
CBKJ17,ItemBean,02,USD,134,,,,,,,1,0
CBL19,ItemBean,ShopMattel_Products,USD,11,,,,,,,1,0
CBL30,ItemBean,34,USD,8,,,,,,,1,0
CBL32,ItemBean,34,USD,8,,,,,,,1,0
CBL48,ItemBean,FP_Products,USD,50,,,,,,,1,0
CBL51,ItemBean,FP_Products,USD,1,,,,,,,1,0
CBL52,ItemBean,FP_Products,USD,1,,,,,,,1,0
CBL53,ItemBean,FP_Products,USD,1,,,,,,,1,0
CBL68,ItemBean,FP_Products,USD,1,,,,,,,1,0
CBM74,ItemBean,37,USD,15,,,,,,,1,0
CBM90,ItemBean,38,USD,16,,,,,,,1,0
CBN17,ItemBean,28,USD,25,,,,,,,1,0
CBN18,ItemBean,28,USD,30,,,,,,,1,0
CBN19,ItemBean,28,USD,35,,,,,,,1,0
CBN20,ItemBean,28,USD,8,,,,,,,1,0
CBN46,ItemBean,ShopMattel_Products,USD,20,,,,,,,1,0
CBP00,ItemBean,57,USD,15,,,,,,,1,0
CBP33,ItemBean,ShopMattel_Products,USD,350,,,,,,,1,0
CBP35,ItemBean,ShopMattel_Products,USD,16,,,,,,,1,0
CBP36,ItemBean,ShopMattel_Products,USD,11,,,,,,,1,0
CBP37,ItemBean,ShopMattel_Products,USD,11,,,,,,,1,0
CBP42,ItemBean,ShopMattel_Products,USD,20,,,,,,,1,0
CBR25,ItemBean,34,USD,18,,,,,,,1,0
CBT81,ItemBean,49,USD,140,,,,,,,1,0
CBV05,ItemBean,49,USD,30,,,,,,,1,0
CBV06,ItemBean,49,USD,20,,,,,,,1,0
CBV09,ItemBean,57,USD,40,,,,,,,1,0
CBV48,ItemBean,49,USD,50,,,,,,,1,0
CBV53,ItemBean,42,USD,11,,,,,,,1,0
CBV60,ItemBean,49,USD,140,,,,,,,1,0
CBV62,ItemBean,49,USD,70,,,,,,,1,0
CBV63,ItemBean,49,USD,100,,,,,,,1,0
CBV76,ItemBean,49,USD,200,,,,,,,1,0
CBW09,ItemBean,49,USD,40,,,,,,,1,0
CBW90,ItemBean,FP_Products,USD,20,,,,,,,1,0
CBX23,ItemBean,49,USD,40,,,,,,,1,0
CBX26,ItemBean,50,USD,100,,,,,,,1,0
CBX49,ItemBean,ShopMattel_Products,USD,25,,,,,,,1,0
CBX50,ItemBean,ShopMattel_Products,USD,120,,,,,,,1,0
CBX72,ItemBean,ShopMattel_Products,USD,15,,,,,,,1,0
CBX73,ItemBean,ShopMattel_Products,USD,13,,,,,,,1,0
CBY64,ItemBean,35,USD,13,,,,,,,1,0
CBY68,ItemBean,50,USD,305,,,,,,,1,0
CBY70,ItemBean,50,USD,305,,,,,,,1,0
CBY76,ItemBean,ShopMattel_Products,USD,14,,,,,,,1,0
CBY94,ItemBean,38,USD,21,,,,,,,1,0
CCB70,ItemBean,FP_Products,USD,60,,,,,,,1,0
CCD99,ItemBean,FP_Products,USD,18,,,,,,,1,0
CCF38,ItemBean,FP_Products,USD,160,,,,,,,1,0
CCF69,ItemBean,ShopMattel_Products,USD,9,,,,,,,1,0
CCF88,ItemBean,FP_Products,USD,14,,,,,,,1,0
CCG00,ItemBean,ShopMattel_Products,USD,5,,,,,,,1,0
CCG27,ItemBean,ShopMattel_Products,USD,40,,,,,,,1,0
CCG30,ItemBean,ShopMattel_Products,USD,35,,,,,,,1,0
CCG37,ItemBean,ShopMattel_Products,USD,4,,,,,,,1,0
CCG40,ItemBean,ShopMattel_Products,USD,28,,,,,,,1,0
CCG58,ItemBean,52,USD,13,,,,,,,1,0
CCG93,ItemBean,50,USD,310,,,,,,,1,0
CCG95,ItemBean,71,USD,40,,,,,,,1,0
CCGD18,ItemBean,05,USD,32,,,,,,,1,0
CCGD29.PIN.10,ItemBean,05,USD,44,,,,,,,1,0
CCGD29.PIN.12,ItemBean,06,USD,44,,,,,,,1,0
CCGD29.PIN.14,ItemBean,00,USD,44,,,,,,,1,0
CCGD29.PIN.16,ItemBean,05,USD,44,,,,,,,1,0
CCGD29.PIN.6,ItemBean,05,USD,44,,,,,,,1,0
CCGD29.PIN.8,ItemBean,05,USD,44,,,,,,,1,0
CCGD30.BLU.M,ItemBean,00,USD,40,,,,,,,1,0
CCGD31.BLU.L,ItemBean,06,USD,22,,,,,,,1,0
CCGD31.BLU.S,ItemBean,00,USD,22,,,,,,,1,0
CCGD32.RED.L,ItemBean,00,USD,48,,,,,,,1,0
CCGD32.RED.M,ItemBean,06,USD,48,,,,,,,1,0
CCGD32.RED.S,ItemBean,00,USD,48,,,,,,,1,0
CCGD32.RED.XS,ItemBean,00,USD,48,,,,,,,1,0
CCGD37.BLA.L,ItemBean,00,USD,24,,,,,,,1,0
CCGD37.BLA.M,ItemBean,06,USD,24,,,,,,,1,0
CCGD37.BLA.S,ItemBean,00,USD,24,,,,,,,1,0
CCGD37.BLA.XS,ItemBean,00,USD,24,,,,,,,1,0
CCGL91.PIN.L,ItemBean,06,USD,40,,,,,,,1,0
CCGL91.PIN.M,ItemBean,06,USD,40,,,,,,,1,0
CCGL91.PIN.XS,ItemBean,06,USD,40,,,,,,,1,0
CCH62,ItemBean,37,USD,37,,,,,,,1,0
CCH64,ItemBean,37,USD,20,,,,,,,1,0
CCHD51.PCH.12,ItemBean,06,USD,30,,,,,,,1,0
CCHD51.PCH.7,ItemBean,06,USD,30,,,,,,,1,0
CCJ44,ItemBean,71,USD,60,,,,,,,1,0
CCJ45,ItemBean,71,USD,,,,,,,,1,0
CCJ59,ItemBean,ShopMattel_Products,USD,28,,,,,,,1,0
CCJ62,ItemBean,ShopMattel_Products,USD,30,,,,,,,1,0
CCJ63,ItemBean,ShopMattel_Products,USD,30,,,,,,,1,0
CCJ64,ItemBean,ShopMattel_Products,USD,42,,,,,,,1,0
CCJ70,ItemBean,ShopMattel_Products,USD,,,,,,,,1,0
CCJ72,ItemBean,ShopMattel_Products,USD,40,,,,,,,1,0
CCJ99,ItemBean,FP_Products,USD,10,,,,,,,1,0
CCK00,ItemBean,FP_Products,USD,10,,,,,,,1,0
CCK09,ItemBean,FP_Products,USD,10,,,,,,,1,0
CCKJ02.PUR.10,ItemBean,06,USD,44,,,,,,,1,0
CCKJ02.PUR.12,ItemBean,06,USD,44,,,,,,,1,0
CCKJ02.PUR.6,ItemBean,06,USD,44,,,,,,,1,0
CCKJ02.PUR.7,ItemBean,06,USD,44,,,,,,,1,0
CCKJ02.PUR.8,ItemBean,06,USD,44,,,,,,,1,0
CCL72,ItemBean,71,USD,,,,,,,,1,0
CCL73,ItemBean,71,USD,,,,,,,,1,0
CCL74,ItemBean,71,USD,,,,,,,,1,0
CCL83,ItemBean,ShopMattel_Products,USD,20,,,,,,,1,0
CCM24,ItemBean,ShopMattel_Products,USD,25,,,,,,,1,0
CCN12,ItemBean,71,USD,45,,,,,,,1,0
CCN16,ItemBean,ShopMattel_Products,USD,25,,,,,,,1,0
CCN17,ItemBean,ShopMattel_Products,USD,25,,,,,,,1,0
CCN18,ItemBean,ShopMattel_Products,USD,30,,,,,,,1,0
CCN75,ItemBean,ShopMattel_Products,USD,6,,,,,,,1,0
CCN81,ItemBean,ShopMattel_Products,USD,40,,,,,,,1,0
CCN82,ItemBean,ShopMattel_Products,USD,40,,,,,,,1,0
CCP28,ItemBean,FP_Products,USD,12,,,,,,,1,0
CCP42,ItemBean,71,USD,15,,,,,,,1,0
CCP53,ItemBean,ShopMattel_Products,USD,30,,,,,,,1,0
CCP58,ItemBean,ShopMattel_Products,USD,8,,,,,,,1,0
CCP61,ItemBean,ShopMattel_Products,USD,25,,,,,,,1,0
CCP70,ItemBean,ShopMattel_Products,USD,100,,,,,,,1,0
CCP71,ItemBean,ShopMattel_Products,USD,290,,,,,,,1,0
CCP72,ItemBean,ShopMattel_Products,USD,8,,,,,,,1,0
CCP73,ItemBean,ShopMattel_Products,USD,10,,,,,,,1,0
CCP74,ItemBean,ShopMattel_Products,USD,11,,,,,,,1,0
CCP76,ItemBean,ShopMattel_Products,USD,16,,,,,,,1,0
CCP78,ItemBean,FP_Products,USD,20,,,,,,,1,0
CCP82,ItemBean,ShopMattel_Products,USD,370,,,,,,,1,0
CCP83,ItemBean,ShopMattel_Products,USD,9,,,,,,,1,0
CCR38,ItemBean,46,USD,7,,,,,,,1,0
CCR39,ItemBean,46,USD,7,,,,,,,1,0
CCR40,ItemBean,46,USD,7,,,,,,,1,0
CCR57,ProductBean,28,USD,35,,,,,,,1,0
CCR57.WHI.18M,ItemBean,28,USD,35,,,,,,,1,0
CCR57.WHI.2T,ItemBean,28,USD,35,,,,,,,1,0
CCR57.WHI.3T,ItemBean,28,USD,35,,,,,,,1,0
CCR57.WHI.4,ItemBean,28,USD,35,,,,,,,1,0
CCR57.WHI.5,ItemBean,28,USD,35,,,,,,,1,0
CCV17,ItemBean,34,USD,14,,,,,,,1,0
CCV23,ItemBean,ShopMattel_Products,USD,8,,,,,,,1,0
CCW15,ItemBean,FP_Products,USD,18,,,,,,,1,0
CCW17,ItemBean,ShopMattel_Products,USD,20,,,,,,,1,0
CCW27,ItemBean,ShopMattel_Products,USD,16,,,,,,,1,0
CCW94,ItemBean,ShopMattel_Products,USD,16,,,,,,,1,0
CCW95,ItemBean,ShopMattel_Products,USD,20,,,,,,,1,0
CCX57,ItemBean,28,USD,225,,,,,,,1,0
CCX58,ItemBean,28,USD,25,,,,,,,1,0
CCX59,ItemBean,28,USD,225,,,,,,,1,0
CCX61,ItemBean,28,USD,225,,,,,,,1,0
CCX62,ItemBean,28,USD,25,,,,,,,1,0
CCX63,ItemBean,28,USD,225,,,,,,,1,0
CCX64,ItemBean,28,USD,25,,,,,,,1,0
CCX97,ItemBean,ShopMattel_Products,USD,6,,,,,,,1,0
CCY00,ItemBean,ShopMattel_Products,USD,9,,,,,,,1,0
CCY27,ItemBean,FP_Products,USD,8,,,,,,,1,0
CCY29,ItemBean,FP_Products,USD,16,,,,,,,1,0
CCY35,ItemBean,FP_Products,USD,8,,,,,,,1,0
CCY36,ItemBean,FP_Products,USD,8,,,,,,,1,0
CCY44,ItemBean,FP_Products,USD,8,,,,,,,1,0
CCY45,ItemBean,FP_Products,USD,8,,,,,,,1,0
CCY47,ItemBean,FP_Products,USD,8,,,,,,,1,0
CDB13,ItemBean,ShopMattel_Products,USD,15,,,,,,,1,0
CDB20,ItemBean,ShopMattel_Products,USD,15,,,,,,,1,0
CDB27,ItemBean,ShopMattel_Products,USD,28,,,,,,,1,0
CDB57,ItemBean,62,USD,16,,,,,,,1,0
CDB59,ItemBean,62,USD,20,,,,,,,1,0
CDB61,ItemBean,62,USD,60,,,,,,,1,0
CDB63,ItemBean,62,USD,10,,,,,,,1,0
CDB65,ItemBean,62,USD,10,,,,,,,1,0
CDB66,ItemBean,62,USD,10,,,,,,,1,0
CDB68,ItemBean,62,USD,25,,,,,,,1,0
CDB70,ItemBean,FP_Products,USD,11,,,,,,,1,0
CDB72,ItemBean,FP_Products,USD,11,,,,,,,1,0
CDB73,ItemBean,FP_Products,USD,11,,,,,,,1,0
CDB75,ItemBean,FP_Products,USD,15,,,,,,,1,0
CDB87,ItemBean,62,USD,10,,,,,,,1,0
CDC03,ItemBean,34,USD,30,,,,,,,1,0
CDC06,ItemBean,ShopMattel_Products,USD,21,,,,,,,1,0
CDC07,ItemBean,ShopMattel_Products,USD,11,,,,,,,1,0
CDC09,ItemBean,34,USD,13,,,,,,,1,0
CDC11,ItemBean,34,USD,18,,,,,,,1,0
CDC12,ItemBean,34,USD,18,,,,,,,1,0
CDC13,ItemBean,34,USD,15,,,,,,,1,0
CDC19,ItemBean,34,USD,7,,,,,,,1,0
CDC22,ItemBean,FP_Products,USD,7,,,,,,,1,0
CDC25,ItemBean,ShopMattel_Products,USD,6,,,,,,,1,0
CDC26,ItemBean,ShopMattel_Products,USD,6,,,,,,,1,0
CDC28,ItemBean,ShopMattel_Products,USD,16,,,,,,,1,0
CDC32,ItemBean,ShopMattel_Products,USD,25,,,,,,,1,0
CDC33,ItemBean,ShopMattel_Products,USD,55,,,,,,,1,0
CDC36,ItemBean,ShopMattel_Products,USD,180,,,,,,,1,0
CDC37,ItemBean,ShopMattel_Products,USD,80,,,,,,,1,0
CDC38,ItemBean,ShopMattel_Products,USD,60,,,,,,,1,0
CDC48,ItemBean,FP_Products,USD,7,,,,,,,1,0
CDC54,ItemBean,FP_Products,USD,20,,,,,,,1,0
CDC63,ItemBean,FP_Products,USD,5,,,,,,,1,0
CDC66,ItemBean,FP_Products,USD,8,,,,,,,1,0
CDC72,ItemBean,FP_Products,USD,10,,,,,,,1,0
CDC73,ItemBean,ShopMattel_Products,USD,10,,,,,,,1,0
CDC78,ItemBean,FP_Products,USD,60,,,,,,,1,0
CDC90,ItemBean,FP_Products,USD,13,,,,,,,1,0
CDC91,ItemBean,FP_Products,USD,20,,,,,,,1,0
CDD12,ItemBean,FP_Products,USD,400,,,,,,,1,0
CDD13,ItemBean,FP_Products,USD,400,,,,,,,1,0
CDD15,ItemBean,FP_Products,USD,360,,,,,,,1,0
CDD16,ItemBean,50,USD,290,,,,,,,1,0
CDD18,ItemBean,50,USD,100,,,,,,,1,0
CDD19,ItemBean,50,USD,155,,,,,,,1,0
CDD20,ItemBean,50,USD,360,,,,,,,1,0
CDD22,ItemBean,50,USD,260,,,,,,,1,0
CDD24,ItemBean,FP_Products,USD,100,,,,,,,1,0
CDD26,ItemBean,50,USD,120,,,,,,,1,0
CDD27,ItemBean,ShopMattel_Products,USD,20,,,,,,,1,0
CDD45,ItemBean,FP_Products,USD,30,,,,,,,1,0
CDF26,ItemBean,34,USD,7,,,,,,,1,0
CDF53,ItemBean,FP_Products,USD,370,,,,,,,1,0
CDF54,ItemBean,FP_Products,USD,390,,,,,,,1,0
CDG07,ItemBean,46,USD,20,,,,,,,1,0
CDG10,ItemBean,FP_Products,USD,45,,,,,,,1,0
CDG32,ItemBean,46,USD,15,,,,,,,1,0
CDG67,ItemBean,46,USD,15,,,,,,,1,0
CDH23,ItemBean,38,USD,6,,,,,,,1,0
CDH25,ItemBean,38,USD,6,,,,,,,1,0
CDH27,ItemBean,38,USD,10,,,,,,,1,0
CDH38,ItemBean,FP_Products,USD,7,,,,,,,1,0
CDH46,ItemBean,38,USD,16,,,,,,,1,0
CDH48,ItemBean,FP_Products,USD,6,,,,,,,1,0
CDH50,ItemBean,FP_Products,USD,7,,,,,,,1,0
CDH60,ItemBean,FP_Products,USD,7,,,,,,,1,0
CDH63,ItemBean,38,USD,12,,,,,,,1,0
CDH69,ItemBean,38,USD,20,,,,,,,1,0
CDH71,ItemBean,38,USD,3,,,,,,,1,0
CDH74,ItemBean,38,USD,3,,,,,,,1,0
CDH76,ItemBean,38,USD,3,,,,,,,1,0
CDH78,ItemBean,38,USD,3,,,,,,,1,0
CDH81,ItemBean,FP_Products,USD,6,,,,,,,1,0
CDH84,ItemBean,38,USD,11,,,,,,,1,0
CDH85,ItemBean,38,USD,20,,,,,,,1,0
CDJ00,ItemBean,38,USD,16,,,,,,,1,0
CDJ02,ItemBean,28,USD,14,,,,,,,1,0
CDJ03,ItemBean,28,USD,18,,,,,,,1,0
CDJ04,ItemBean,28,USD,18,,,,,,,1,0
CDJ05,ItemBean,28,USD,23,,,,,,,1,0
CDJ07,ItemBean,46,USD,15,,,,,,,1,0
CDJ19,ItemBean,ShopMattel_Products,USD,35,,,,,,,1,0
CDJ20,ItemBean,46,USD,20,,,,,,,1,0
CDJ22,ItemBean,ShopMattel_Products,USD,50,,,,,,,1,0
CDJ34,ItemBean,ShopMattel_Products,USD,50,,,,,,,1,0
CDJ64,ItemBean,ShopMattel_Products,USD,21,,,,,,,1,0
CDJ65,ItemBean,ShopMattel_Products,USD,15,,,,,,,1,0
CDJ66,ItemBean,ShopMattel_Products,USD,15,,,,,,,1,0
CDJ67,ItemBean,ShopMattel_Products,USD,13,,,,,,,1,0
CDJ81,ItemBean,ShopMattel_Products,USD,8,,,,,,,1,0
CDJ89,ItemBean,FP_Products,USD,15,,,,,,,1,0
CDJC65,ProductBean,04,USD,160,,,,,,,1,0
CDJC65.DFM97,ItemBean,04,USD,160,,,,,,,1,0
CDJC65.DFM98,ItemBean,04,USD,160,,,,,,,1,0
CDJC65.DFM99,ItemBean,04,USD,160,,,,,,,1,0
CDJC65.DFN00,ItemBean,04,USD,160,,,,,,,1,0
CDJC65.DFN01,ItemBean,04,USD,160,,,,,,,1,0
CDJC65.DFN02,ItemBean,04,USD,160,,,,,,,1,0
CDJC65.DFN03,ItemBean,04,USD,160,,,,,,,1,0
CDJC65.DFN04,ItemBean,04,USD,160,,,,,,,1,0
CDJC65.DFN05,ItemBean,04,USD,160,,,,,,,1,0
CDJC65.DFN06,ItemBean,04,USD,160,,,,,,,1,0
CDJC65.DFN07,ItemBean,04,USD,160,,,,,,,1,0
CDK05,ItemBean,46,USD,15,,,,,,,1,0
CDK09,ItemBean,28,USD,35,,,,,,,1,0
CDK10,ItemBean,ShopMattel_Products,USD,50,,,,,,,1,0
CDK33,ItemBean,28,USD,16,,,,,,,1,0
CDK35,ItemBean,28,USD,23,,,,,,,1,0
CDK36,ItemBean,28,USD,35,,,,,,,1,0
CDK37,ItemBean,28,USD,25,,,,,,,1,0
CDK39,ItemBean,46,USD,10,,,,,,,1,0
CDK42,ItemBean,28,USD,23,,,,,,,1,0
CDK44,ItemBean,28,USD,33,,,,,,,1,0
CDK46,ItemBean,28,USD,55,,,,,,,1,0
CDK47,ItemBean,28,USD,100,,,,,,,1,0
CDK48,ItemBean,28,USD,110,,,,,,,1,0
CDK57,ItemBean,28,USD,150,,,,,,,1,0
CDK59,ItemBean,28,USD,50,,,,,,,1,0
CDK60,ItemBean,28,USD,50,,,,,,,1,0
CDK62,ItemBean,28,USD,22,,,,,,,1,0
CDK80,ItemBean,ShopMattel_Products,USD,50,,,,,,,1,0
CDL49,ItemBean,ShopMattel_Products,USD,50,,,,,,,1,0
CDL72,ItemBean,46,USD,30,,,,,,,1,0
CDM02,ItemBean,37,USD,25,,,,,,,1,0
CDM10,ItemBean,ShopMattel_Products,USD,5,,,,,,,1,0
CDM24,ItemBean,62,USD,13,,,,,,,1,0
CDM25,ItemBean,62,USD,20,,,,,,,1,0
CDM85,ItemBean,35,USD,70,,,,,,,1,0
CDM88,ItemBean,62,USD,20,,,,,,,1,0
CDN09,ItemBean,62,USD,40,,,,,,,1,0
CDN10,ItemBean,62,USD,15,,,,,,,1,0
CDN12,ItemBean,FP_Products,USD,15,,,,,,,1,0
CDN14,ItemBean,62,USD,10,,,,,,,1,0
CDN15,ItemBean,62,USD,18,,,,,,,1,0
CDN18,ItemBean,62,USD,20,,,,,,,1,0
CDN20,ItemBean,62,USD,30,,,,,,,1,0
CDN42,ItemBean,35,USD,40,,,,,,,1,0
CDN48,ItemBean,FP_Products,USD,40,,,,,,,1,0
CDN49,ItemBean,FP_Products,USD,40,,,,,,,1,0
CDN52,ItemBean,FP_Products,USD,10,,,,,,,1,0
CDN54,ItemBean,FP_Products,USD,10,,,,,,,1,0
CDN55,ItemBean,FP_Products,USD,13,,,,,,,1,0
CDN84,ItemBean,FP_Products,USD,4,,,,,,,1,0
CDN91,ItemBean,37,USD,25,,,,,,,1,0
CDP11,ItemBean,FP_Products,USD,6,,,,,,,1,0
CDP12,ItemBean,FP_Products,USD,6,,,,,,,1,0
CDP47,ItemBean,FP_Products,USD,11,,,,,,,1,0
CDP63,ItemBean,FP_Products,USD,18,,,,,,,1,0
CDP66,ItemBean,FP_Products,USD,18,,,,,,,1,0
CDR02,ItemBean,28,USD,60,,,,,,,1,0
CDR03,ItemBean,unassigned,USD,105,,,,,,,1,0
CDR05,ItemBean,unassigned,USD,25,,,,,,,1,0
CDR52,ItemBean,FP_Products,USD,20,,,,,,,1,0
CDR59,ItemBean,FP_Products,USD,16,,,,,,,1,0
CDR76,ItemBean,FP_Products,USD,6,,,,,,,1,0
CDR77,ItemBean,FP_Products,USD,6,,,,,,,1,0
CDR78,ItemBean,FP_Products,USD,6,,,,,,,1,0
CDR79,ItemBean,FP_Products,USD,6,,,,,,,1,0
CDR81,ItemBean,FP_Products,USD,10,,,,,,,1,0
CDR82,ItemBean,FP_Products,USD,10,,,,,,,1,0
CDR92,ItemBean,FP_Products,USD,20,,,,,,,1,0
CDR93,ItemBean,FP_Products,USD,20,,,,,,,1,0
CDR94,ItemBean,FP_Products,USD,20,,,,,,,1,0
CDR95,ItemBean,FP_Products,USD,27,,,,,,,1,0
CDR99,ItemBean,FP_Products,USD,6,,,,,,,1,0
CDT00,ItemBean,FP_Products,USD,6,,,,,,,1,0
CDT66,ItemBean,FP_Products,USD,10,,,,,,,1,0
CDT70,ItemBean,FP_Products,USD,3,,,,,,,1,0
CDT71,ItemBean,FP_Products,USD,4,,,,,,,1,0
CDT77,ItemBean,FP_Products,USD,3,,,,,,,1,0
CDT78,ItemBean,FP_Products,USD,4,,,,,,,1,0
CDV09,ItemBean,FP_Products,USD,0,,,,,,,1,0
CDV10,ItemBean,FP_Products,USD,0,,,,,,,1,0
CDV11,ItemBean,FP_Products,USD,0,,,,,,,1,0
CDW80,ItemBean,37,USD,15,,,,,,,1,0
CDW86,ItemBean,37,USD,15,,,,,,,1,0
CDW93,ItemBean,FP_Products,USD,0,,,,,,,1,0
CDW95,ItemBean,FP_Products,USD,0,,,,,,,1,0
CDX08,ItemBean,37,USD,8,,,,,,,1,0
CDY25,ItemBean,FP_Products,USD,0,,,,,,,1,0
CDY61,ItemBean,71,USD,10,,,,,,,1,0
CDY62,ItemBean,ShopMattel_Products,USD,13,,,,,,,1,0
CDY63,ItemBean,ShopMattel_Products,USD,9,,,,,,,1,0
CDY66,ItemBean,ShopMattel_Products,USD,16,,,,,,,1,0
CDY67,ItemBean,ShopMattel_Products,USD,20,,,,,,,1,0
CDY93,ItemBean,ShopMattel_Products,USD,5,,,,,,,1,0
CDY95,ItemBean,ShopMattel_Products,USD,12,,,,,,,1,0
CECDOLLHOSP,ItemBean,00,USD,0,,,,,,,1,0
CELEBRATEDECO,ItemBean,28,USD,5,,,,,,,1,0
CF1326,ItemBean,02,USD,24,,,,,,,1,0
CFB49,ItemBean,ShopMattel_Products,USD,12,,,,,,,1,0
CFB60,ItemBean,ShopMattel_Products,USD,15,,,,,,,1,0
CFB61,ItemBean,ShopMattel_Products,USD,18,,,,,,,1,0
CFB62,ItemBean,ShopMattel_Products,USD,18,,,,,,,1,0
CFB88,ItemBean,49,USD,40,,,,,,,1,0
CFB94,ItemBean,71,USD,,,,,,,,1,0
CFC02,ItemBean,37,USD,15,,,,,,,1,0
CFC04,ItemBean,37,USD,8,,,,,,,1,0
CFC05,ItemBean,37,USD,8,,,,,,,1,0
CFC08,ItemBean,37,USD,15,,,,,,,1,0
CFC09,ItemBean,37,USD,8,,,,,,,1,0
