CatalogEntryParentCatalogGroupRelationship
PartNumber,ParentGroupIdentifier,Sequence
BJP31,sale-dolls,22
BJP31,barbie-fashionistas,7
BJP31,dolls,95
1650,barbie-1600-series-fashions,45
1694,barbie-1600-series-fashions,74
1696,barbie-1600-series-fashions,76
1697,barbie-1600-series-fashions,77
01703,happy-holidays-series,21
C3822,fashions,21
C3822,model-of-moment,5
C3822,robert-best,0
C3822,gold-label,0
T7679,barbie-fashion-model-collection-silkstone,25
T7679,robert-best,0
T7679,gold-label,0
B3423,byron-lars-collection,8
B3423,limited-edition,0
B3423,designers,53
B3423,designer-dolls-g-n,25
R9913,bill-greening,0
R9913,black-label,0
R9913,barbie-basics,0
R9913,barbie-basics-collection-001,1
R9918,bill-greening,0
R9918,black-label,0
R9918,barbie-basics,0
R9918,barbie-basics-collection-001,2
K8689,bill-greening,0
K8689,bc-pop-culture,133
K8689,the-wizard-of-oz-collection,25
K8689,pink-label,0
N6564,bill-greening,0
N6564,bc-pop-culture,99
N6564,the-wizard-of-oz-collection,18
N6564,pink-label,0
K8687,bill-greening,0
K8687,bc-pop-culture,131
K8687,the-wizard-of-oz-collection,23
K8687,pink-label,0
N6565,bill-greening,0
N6565,bc-pop-culture,100
N6565,the-wizard-of-oz-collection,19
N6565,pink-label,0
Y0300,bc-pop-culture,28
Y0300,the-wizard-of-oz-collection,7
Y0300,linda-kyaw,0
Y0300,pink-label,0
N6561,bill-greening,0
N6561,bc-pop-culture,101
N6561,the-wizard-of-oz-collection,16
N6561,pink-label,0
N6588,bc-pop-culture,86
N6588,the-wizard-of-oz-collection,13
N6588,silver-label,0
N6588,linda-kyaw,0
K8685,bill-greening,0
K8685,bc-pop-culture,130
K8685,the-wizard-of-oz-collection,22
K8685,pink-label,0
C6251,zodiac-dolls,21
C6251,pink-label,0
C6238,zodiac-dolls,22
C6238,pink-label,0
C6253,zodiac-dolls,1
C6253,pink-label,0
C6240,zodiac-dolls,2
C6240,pink-label,0
C6256,zodiac-dolls,7
C6256,pink-label,0
C6243,zodiac-dolls,8
C6243,pink-label,0
C6250,zodiac-dolls,19
